,signal,date,open,high,low,close,volume,ema20,ema50,ema200,adx,rsi,max_high,min_low,close_above_ema50_cnt,close_below_ema50_cnt,ema50_above_ema200_cnt,ema50_below_ema200_cnt,entry_price,from,symbol,exit_price,to
51,BUY,2015-07-13 13:00:00+05:30,8444.9,8461.05,8444.9,8453.4,0,8404.714418062093,8382.165442062025,8371.53919933679,39.75131709367195,81.033523824277,8453.2,8355.4,12,0,6,0,8461.05,2015-07-13 13:00:00+05:30,NIFTY 50_ema_adx_rsi_v3,8571.35,2015-07-20 09:30:00+05:30
52,BUY,2015-07-20 14:30:00+05:30,8590.45,8610.3,8590.4,8604.55,0,8579.861129727266,8578.969707248936,8575.674579751429,29.05401868463051,76.39663339745837,8593.2,8561.45,7,0,399,0,8610.3,2015-07-20 14:30:00+05:30,NIFTY 50_ema_adx_rsi_v3,8581.05,2015-07-21 14:25:00+05:30
53,SELL,2015-07-22 09:15:00+05:30,8512.25,8516.0,8499.55,8515.0,0,8555.346392251118,8579.06625870051,8587.107424798598,52.91453889787136,23.331034224182687,8609.5,8518.25,0,18,0,5,8499.55,2015-07-22 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,8591.0,2015-07-22 11:05:00+05:30
54,BUY,2015-07-22 13:40:00+05:30,8615.2,8622.5,8615.2,8620.1,0,8605.550192163762,8593.080049971044,8586.158269216336,27.676367738673832,66.77115537595395,8617.3,8585.15,39,0,12,0,8622.5,2015-07-22 13:40:00+05:30,NIFTY 50_ema_adx_rsi_v3,8593.0,2015-07-23 11:40:00+05:30
55,SELL,2015-07-24 11:10:00+05:30,8573.05,8574.2,8566.35,8566.9,0,8575.671781006093,8585.994051756345,8597.776706768307,32.39177197561782,39.732188694685014,8584.85,8567.85,0,31,0,23,8566.35,2015-07-24 11:10:00+05:30,NIFTY 50_ema_adx_rsi_v3,8360.95,2015-07-29 10:45:00+05:30
56,BUY,2015-07-30 11:25:00+05:30,8442.7,8444.85,8441.7,8443.9,0,8432.709491755197,8410.723496314828,8400.323002706373,62.64511866972664,74.65080271403932,8443.4,8419.65,33,0,11,0,8444.85,2015-07-30 11:25:00+05:30,NIFTY 50_ema_adx_rsi_v3,8502.45,2015-08-04 09:30:00+05:30
57,BUY,2015-08-05 09:15:00+05:30,8547.4,8572.85,8547.4,8572.85,0,8519.681740544784,8513.472648204937,8510.22604120655,22.02328288178277,75.76073816883041,8529.45,8505.4,5,0,7,0,8572.85,2015-08-05 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,8568.2,2015-08-07 13:40:00+05:30
58,BUY,2015-08-10 09:45:00+05:30,8601.5,8618.85,8601.5,8616.6,0,8585.451586307681,8580.93201326627,8572.259914816845,32.18755879394758,74.58421188527538,8608.15,8553.25,7,0,238,0,8618.85,2015-08-10 09:45:00+05:30,NIFTY 50_ema_adx_rsi_v3,8571.1,2015-08-10 15:00:00+05:30
59,SELL,2015-08-11 11:20:00+05:30,8511.1,8511.15,8498.3,8503.9,0,8518.231898851725,8539.144275542814,8567.438862551122,22.449609181091414,32.63647382687894,8530.15,8508.55,0,50,0,27,8498.3,2015-08-11 11:20:00+05:30,NIFTY 50_ema_adx_rsi_v3,8405.5,2015-08-13 13:35:00+05:30
60,BUY,2015-08-14 12:30:00+05:30,8485.6,8499.9,8485.6,8491.85,0,8465.92936968766,8437.344559933836,8427.333147461042,50.33272715626715,70.4063437082659,8488.5,8415.25,41,0,8,0,8499.9,2015-08-14 12:30:00+05:30,NIFTY 50_ema_adx_rsi_v3,8450.15,2015-08-17 10:00:00+05:30
61,BUY,2015-08-17 12:20:00+05:30,8490.5,8498.65,8490.5,8496.9,0,8469.928698129213,8469.349695764435,8454.835816125473,33.679017364017675,68.12140677852999,8493.4,8435.4,7,0,81,0,8498.65,2015-08-17 12:20:00+05:30,NIFTY 50_ema_adx_rsi_v3,8474.55,2015-08-18 12:00:00+05:30
62,SELL,2015-08-20 12:45:00+05:30,8461.9,8463.2,8448.85,8452.55,0,8471.004457881048,8477.682042989265,8480.185180048169,21.568159184278354,30.052224627880605,8489.3,8460.35,0,18,0,7,8448.85,2015-08-20 12:45:00+05:30,NIFTY 50_ema_adx_rsi_v3,8319.05,2015-08-21 15:00:00+05:30
63,SELL,2015-08-24 10:25:00+05:30,8004.3,8006.7,7970.6,7971.3,0,8081.582646485733,8166.759920133024,8311.023700684771,55.6199969684153,19.03212174897928,8319.4,7992.7,0,15,0,129,7970.6,2015-08-24 10:25:00+05:30,NIFTY 50_ema_adx_rsi_v3,7882.75,2015-08-25 13:20:00+05:30
64,SELL,2015-08-26 12:40:00+05:30,7856.85,7856.85,7834.55,7845.2,0,7876.165435850764,7876.196857388989,7942.645431801989,26.207298438893314,36.86873747339989,7919.8,7847.7,0,8,0,306,7834.55,2015-08-26 12:40:00+05:30,NIFTY 50_ema_adx_rsi_v3,7892.3,2015-08-27 09:55:00+05:30
65,BUY,2015-08-28 09:15:00+05:30,8053.7,8059.35,8043.85,8050.55,0,7958.055704755825,7935.633735257889,7919.2325242432935,30.464885496232657,78.5696974734073,7963.15,7932.7,76,0,17,0,8059.35,2015-08-28 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,7968.35,2015-08-28 14:35:00+05:30
66,BUY,2015-08-31 11:15:00+05:30,8012.85,8023.2,8011.15,8020.75,0,7997.095774597286,7999.6433353034845,7982.2881843555515,22.693064928600915,62.378793964709324,8017.65,7956.45,5,0,116,0,8023.2,2015-08-31 11:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,7975.85,2015-08-31 13:40:00+05:30
67,SELL,2015-09-01 11:35:00+05:30,7890.35,7891.5,7876.75,7880.8,0,7906.277493549384,7931.145547555653,7967.007645475514,39.411927337248414,29.299917458670564,7919.85,7887.0,0,53,0,29,7876.75,2015-09-01 11:35:00+05:30,NIFTY 50_ema_adx_rsi_v3,7804.55,2015-09-03 10:05:00+05:30
68,SELL,2015-09-04 09:35:00+05:30,7715.75,7715.75,7686.2,7697.15,0,7788.928866444386,7800.470993154604,7819.42971572502,33.31513092707953,17.291060524299937,7845.45,7703.6,0,5,0,230,7686.2,2015-09-04 09:35:00+05:30,NIFTY 50_ema_adx_rsi_v3,7623.2,2015-09-08 12:10:00+05:30
69,BUY,2015-09-09 11:30:00+05:30,7802.85,7822.5,7802.4,7817.45,0,7787.41152873526,7749.632426265141,7688.743238132925,28.850528896670195,71.38295883461267,7805.15,7764.65,74,0,31,0,7822.5,2015-09-09 11:30:00+05:30,NIFTY 50_ema_adx_rsi_v3,7678.6,2015-09-10 09:20:00+05:30
70,BUY,2015-09-10 15:25:00+05:30,7807.95,7819.45,7807.4,7819.3,0,7767.439310110103,7754.345346465953,7738.363764325425,21.37794522247595,76.97570411838026,7808.3,7715.55,8,0,153,0,7819.45,2015-09-10 15:25:00+05:30,NIFTY 50_ema_adx_rsi_v3,7765.5,2015-09-11 15:10:00+05:30
71,BUY,2015-09-14 13:10:00+05:30,7833.3,7848.35,7833.05,7848.3,0,7824.760806804428,7814.884132132874,7789.419146358319,21.363392876370508,70.21560924311893,7843.55,7804.35,11,0,276,0,7848.35,2015-09-14 13:10:00+05:30,NIFTY 50_ema_adx_rsi_v3,7809.9,2015-09-15 13:55:00+05:30
72,BUY,2015-09-16 12:15:00+05:30,7889.85,7905.8,7889.85,7901.95,0,7877.6264510875835,7864.5195141264985,7836.0165902161125,26.35934098585298,72.02614241624951,7893.85,7853.4,37,0,415,0,7905.8,2015-09-16 12:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,7909.0,2015-09-21 09:15:00+05:30
73,SELL,2015-09-22 14:40:00+05:30,7826.0,7830.95,7801.55,7802.9,0,7876.562452729764,7925.556270089374,7951.417313373962,70.64731103306171,15.075791928663378,7982.45,7818.25,0,27,0,9,7801.55,2015-09-22 14:40:00+05:30,NIFTY 50_ema_adx_rsi_v3,7835.4,2015-09-23 13:15:00+05:30
74,SELL,2015-09-28 15:00:00+05:30,7805.3,7805.3,7794.9,7796.75,0,7842.806133268216,7854.409983214553,7860.560266206528,27.21757644698399,18.997874551806646,7890.6,7803.2,0,12,0,5,7794.9,2015-09-28 15:00:00+05:30,NIFTY 50_ema_adx_rsi_v3,7824.05,2015-09-29 12:30:00+05:30
75,BUY,2015-09-30 15:10:00+05:30,7946.65,7957.1,7945.8,7956.05,0,7923.169569020005,7909.012747243587,7872.331623604479,24.089055667769095,74.77312180403474,7947.0,7887.4,16,0,87,0,7957.1,2015-09-30 15:10:00+05:30,NIFTY 50_ema_adx_rsi_v3,8121.05,2015-10-08 11:35:00+05:30
76,BUY,2015-10-09 10:15:00+05:30,8218.35,8225.4,8217.35,8225.05,0,8191.797947063193,8163.994299540282,8137.486430858021,42.416979474353376,75.84225986150614,8223.9,8122.2,13,0,478,0,8225.4,2015-10-09 10:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,8140.3,2015-10-09 13:15:00+05:30
77,BUY,2015-10-09 14:50:00+05:30,8179.0,8190.4,8178.05,8185.35,0,8171.305911174987,8172.468660195995,8154.921435309414,21.948190602172758,62.37388034051615,8180.8,8140.3,5,0,501,0,8190.4,2015-10-09 14:50:00+05:30,NIFTY 50_ema_adx_rsi_v3,8161.15,2015-10-12 13:55:00+05:30
78,SELL,2015-10-13 09:35:00+05:30,8137.85,8138.1,8118.75,8121.35,0,8144.788827861898,8159.926848785374,8165.786241333012,34.254805469869105,30.19453903087522,8165.0,8121.7,0,31,0,9,8118.75,2015-10-13 09:35:00+05:30,NIFTY 50_ema_adx_rsi_v3,8127.95,2015-10-14 09:40:00+05:30
79,BUY,2015-10-15 12:10:00+05:30,8177.5,8186.25,8176.6,8182.7,0,8173.338322777654,8159.428336412679,8142.049533313698,37.55914415211549,69.69497729598639,8180.75,8164.65,36,0,26,0,8186.25,2015-10-15 12:10:00+05:30,NIFTY 50_ema_adx_rsi_v3,8156.8,2015-10-16 12:05:00+05:30
80,BUY,2015-10-16 14:15:00+05:30,8189.25,8217.9,8189.25,8213.35,0,8172.108653402497,8168.175250940666,8159.733784323335,21.693949968449886,86.02819600861628,8189.2,8154.85,8,0,126,0,8217.9,2015-10-16 14:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,8237.85,2015-10-20 14:25:00+05:30
