,signal,date,open,high,low,close,volume,ema20,ema50,ema200,adx,rsi,max_high,min_low,close_above_ema50_cnt,close_below_ema50_cnt,ema50_above_ema200_cnt,ema50_below_ema200_cnt,entry_price,from,symbol,exit_price,to
292,BUY,2017-10-12 14:15:00+05:30,10045.05,10052.55,10045.05,10049.5,0,10028.801954161396,10024.626486704523,10016.748170823908,21.538862288459814,70.77404305159715,10045.35,10007.25,10,0,53,0,10052.55,2017-10-12 14:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,10189.9,2017-10-18 09:25:00+05:30
293,BUY,2017-10-18 13:00:00+05:30,10210.2,10214.95,10207.15,10214.95,0,10197.22589586722,10200.94280544696,10196.921389317433,30.348650865442426,66.28897224602221,10211.05,10176.1,6,0,338,0,10214.95,2017-10-18 13:00:00+05:30,NIFTY 50_ema_adx_rsi_v3,10191.45,2017-10-19 18:40:00+05:30
294,SELL,2017-10-23 12:05:00+05:30,10143.2,10143.2,10125.65,10133.9,0,10164.010217500465,10175.962198294306,10191.151611547119,20.84615777442685,28.478264623566176,10186.85,10141.7,0,30,0,38,10125.65,2017-10-23 12:05:00+05:30,NIFTY 50_ema_adx_rsi_v3,10177.15,2017-10-23 14:45:00+05:30
295,BUY,2017-10-25 11:30:00+05:30,10266.25,10272.65,10264.55,10268.95,0,10258.319114495665,10243.561471353096,10212.54809726759,24.33525651775201,61.71231784584755,10268.55,10241.25,28,0,91,0,10272.65,2017-10-25 11:30:00+05:30,NIFTY 50_ema_adx_rsi_v3,10343.3,2017-10-31 10:25:00+05:30
296,BUY,2017-11-01 09:35:00+05:30,10408.6,10421.4,10405.9,10418.3,0,10367.719045833963,10356.699657946736,10347.32937139486,32.196440225410406,81.4615965390573,10411.45,10328.4,5,0,443,0,10421.4,2017-11-01 09:35:00+05:30,NIFTY 50_ema_adx_rsi_v3,10408.8,2017-11-03 09:40:00+05:30
297,BUY,2017-11-06 12:50:00+05:30,10473.1,10477.95,10471.0,10475.65,0,10452.957108927427,10447.200077877911,10434.745325483502,22.077643950175958,80.67935041193411,10475.3,10438.8,16,0,501,0,10477.95,2017-11-06 12:50:00+05:30,NIFTY 50_ema_adx_rsi_v3,10429.2,2017-11-06 15:25:00+05:30
298,SELL,2017-11-07 13:15:00+05:30,10404.5,10404.5,10393.2,10393.9,0,10421.204449693134,10431.22977527512,10438.962090615212,20.073417144859327,31.156117226866115,10444.55,10400.25,0,8,0,23,10393.2,2017-11-07 13:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,10356.8,2017-11-09 09:50:00+05:30
299,SELL,2017-11-09 11:05:00+05:30,10319.15,10322.85,10309.55,10309.95,0,10334.467083025354,10336.010686460302,10370.010201482815,22.418044663373347,33.42816053493745,10361.95,10311.5,0,5,0,147,10309.55,2017-11-09 11:05:00+05:30,NIFTY 50_ema_adx_rsi_v3,10315.25,2017-11-10 10:55:00+05:30
300,SELL,2017-11-10 14:55:00+05:30,10271.75,10276.85,10254.25,10257.0,0,10292.06693771451,10296.900232313208,10318.984844352994,26.85950871500347,29.643003712117633,10333.8,10270.55,0,8,0,268,10254.25,2017-11-10 14:55:00+05:30,NIFTY 50_ema_adx_rsi_v3,10338.3,2017-11-10 15:10:00+05:30
301,SELL,2017-11-13 10:55:00+05:30,10282.15,10282.15,10274.35,10274.5,0,10289.217295191696,10295.597331882473,10314.14862211909,21.31069966477247,38.401746623913475,10330.4,10278.25,0,15,0,295,10274.35,2017-11-13 10:55:00+05:30,NIFTY 50_ema_adx_rsi_v3,10158.05,2017-11-16 10:00:00+05:30
302,BUY,2017-11-16 15:15:00+05:30,10208.9,10221.95,10208.4,10218.0,0,10203.085813222802,10191.877799462725,10187.994081581957,27.63270489434376,66.19055474595027,10214.55,10183.55,73,0,8,0,10221.95,2017-11-16 15:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,10324.3,2017-11-23 13:05:00+05:30
303,BUY,2017-11-24 09:15:00+05:30,10366.8,10377.6,10365.3,10376.7,0,10345.770151378953,10343.613718862945,10336.451451253093,23.99306497894643,72.53344393167957,10357.3,10322.1,6,0,386,0,10377.6,2017-11-24 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,10354.1,2017-11-27 09:20:00+05:30
304,BUY,2017-11-27 15:00:00+05:30,10385.1,10395.1,10384.95,10394.55,0,10374.55135044125,10367.092791492321,10362.494773970107,45.13056938566798,75.94080033453726,10391.85,10351.35,17,0,8,0,10395.1,2017-11-27 15:00:00+05:30,NIFTY 50_ema_adx_rsi_v3,10355.45,2017-11-28 14:15:00+05:30
305,SELL,2017-11-29 15:20:00+05:30,10363.85,10364.1,10347.4,10348.25,0,10366.916905211396,10372.831313133112,10375.143702800628,21.49628639933707,31.464228221832414,10387.8,10356.75,0,19,0,7,10347.4,2017-11-29 15:20:00+05:30,NIFTY 50_ema_adx_rsi_v3,10124.45,2017-12-05 14:05:00+05:30
306,SELL,2017-12-06 11:35:00+05:30,10078.3,10082.95,10070.25,10073.15,0,10086.47048779973,10094.448948348256,10132.259479181286,31.388289695076093,32.46591027732768,10094.9,10074.95,0,29,0,337,10070.25,2017-12-06 11:35:00+05:30,NIFTY 50_ema_adx_rsi_v3,10097.9,2017-12-07 09:50:00+05:30
307,BUY,2017-12-07 14:15:00+05:30,10128.75,10143.1,10127.8,10140.45,0,10122.888842993823,10112.328459982393,10108.745399879976,28.43052939992607,74.24353503447942,10134.6,10106.95,61,0,6,0,10143.1,2017-12-07 14:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,10256.2,2017-12-12 13:55:00+05:30
308,SELL,2017-12-14 11:05:00+05:30,10187.75,10189.3,10174.6,10174.6,0,10195.666064616327,10211.913307260318,10240.482882828124,23.426606453542,32.74564533010688,10213.35,10180.9,0,43,0,34,10174.6,2017-12-14 11:05:00+05:30,NIFTY 50_ema_adx_rsi_v3,10203.35,2017-12-14 14:25:00+05:30
309,BUY,2017-12-15 12:30:00+05:30,10349.35,10357.8,10349.35,10357.75,0,10344.880794575869,10318.601151833427,10262.326464639604,28.275438277652174,68.40558974115737,10350.0,10338.1,58,0,36,0,10357.8,2017-12-15 12:30:00+05:30,NIFTY 50_ema_adx_rsi_v3,10076.15,2017-12-18 09:15:00+05:30
310,BUY,2017-12-18 12:40:00+05:30,10431.7,10440.05,10431.6,10438.45,0,10417.968296013238,10389.35247793802,10320.076671741948,20.376760076256982,65.92475078172615,10433.9,10396.1,35,0,113,0,10440.05,2017-12-18 12:40:00+05:30,NIFTY 50_ema_adx_rsi_v3,10435.05,2017-12-21 12:30:00+05:30
311,BUY,2017-12-22 10:45:00+05:30,10480.6,10487.9,10480.35,10487.7,0,10469.277730741365,10459.557627305905,10444.970892013738,23.39619516393048,73.79752323985124,10483.3,10428.25,19,0,390,0,10487.9,2017-12-22 10:45:00+05:30,NIFTY 50_ema_adx_rsi_v3,10499.25,2017-12-27 14:40:00+05:30
312,BUY,2017-12-28 14:35:00+05:30,10519.95,10529.8,10519.45,10527.25,0,10510.027593600602,10505.696836882653,10503.642971068723,20.945431340252053,69.09189724740332,10525.8,10489.0,10,0,6,0,10529.8,2017-12-28 14:35:00+05:30,NIFTY 50_ema_adx_rsi_v3,10467.65,2017-12-28 15:15:00+05:30
313,SELL,2018-01-02 10:00:00+05:30,10437.6,10437.7,10419.85,10421.0,0,10456.572005154187,10482.944000949856,10505.547670431873,33.625221799229685,34.26747379917184,10529.65,10423.3,0,19,0,16,10419.85,2018-01-02 10:00:00+05:30,NIFTY 50_ema_adx_rsi_v3,10476.1,2018-01-03 09:20:00+05:30
314,SELL,2018-01-03 14:30:00+05:30,10451.25,10453.15,10442.1,10442.35,0,10465.193306737589,10468.656818190375,10473.885014062718,20.1574634427686,24.39802471921095,10476.6,10444.35,0,5,0,145,10442.1,2018-01-03 14:30:00+05:30,NIFTY 50_ema_adx_rsi_v3,10466.55,2018-01-04 11:30:00+05:30
315,BUY,2018-01-05 09:15:00+05:30,10534.25,10536.55,10522.6,10536.55,0,10497.528150641632,10484.652075210422,10473.614250205903,20.934654121140834,76.7176421946192,10512.4,10475.85,52,0,21,0,10536.55,2018-01-05 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,10599.8,2018-01-10 11:35:00+05:30
316,BUY,2018-01-11 12:25:00+05:30,10642.75,10645.3,10642.4,10644.15,0,10634.012494584553,10628.736662225538,10615.967373493502,20.358468207597333,69.84330602484222,10643.35,10624.75,22,0,359,0,10645.3,2018-01-11 12:25:00+05:30,NIFTY 50_ema_adx_rsi_v3,10624.7,2018-01-12 12:30:00+05:30
317,BUY,2018-01-12 14:30:00+05:30,10662.35,10667.55,10658.8,10667.55,0,10653.453625567598,10654.401159403615,10642.913661200397,20.265554819835906,60.77775333280862,10665.6,10620.65,5,0,459,0,10667.55,2018-01-12 14:30:00+05:30,NIFTY 50_ema_adx_rsi_v3,10714.0,2018-01-16 13:00:00+05:30
318,BUY,2018-01-17 15:05:00+05:30,10778.45,10789.15,10777.9,10787.7,0,10761.904375948508,10749.770393346042,10728.553904737055,21.76571506241242,76.22361355496676,10778.7,10742.25,64,0,501,0,10789.15,2018-01-17 15:05:00+05:30,NIFTY 50_ema_adx_rsi_v3,10782.95,2018-01-18 14:50:00+05:30
319,BUY,2018-01-19 15:00:00+05:30,10869.8,10884.3,10869.15,10882.85,0,10850.817386104847,10843.237030190516,10819.043636289975,23.331709811455376,74.87121865191523,10876.9,10818.0,8,0,501,0,10884.3,2018-01-19 15:00:00+05:30,NIFTY 50_ema_adx_rsi_v3,11033.2,2018-01-25 13:10:00+05:30
320,BUY,2018-01-29 09:15:00+05:30,11079.35,11123.3,11078.8,11120.7,0,11061.727364652606,11057.213716828084,11045.27938056356,25.76388623355373,72.04311190166125,11085.35,11029.3,7,0,501,0,11123.3,2018-01-29 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,11084.8,2018-01-30 09:15:00+05:30
321,SELL,2018-01-30 12:10:00+05:30,11050.0,11051.7,11040.6,11040.85,0,11057.654859126866,11077.121867118118,11086.565280002715,34.581263926139556,27.747459805211477,11068.65,11046.65,0,51,0,13,11040.6,2018-01-30 12:10:00+05:30,NIFTY 50_ema_adx_rsi_v3,11026.15,2018-01-31 15:20:00+05:30
322,SELL,2018-02-02 09:15:00+05:30,10938.2,10954.8,10919.4,10953.2,0,11026.509255465478,11037.997210466994,11046.425321346429,28.78916372338446,27.04197336945255,11095.5,11004.25,0,15,0,12,10919.4,2018-02-02 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,10527.05,2018-02-06 14:00:00+05:30
323,SELL,2018-02-07 11:55:00+05:30,10487.15,10488.3,10479.9,10480.25,0,10510.187031030942,10509.36205361707,10579.291780247657,21.320784883978295,35.96910914849545,10567.1,10485.5,0,8,0,269,10479.9,2018-02-07 11:55:00+05:30,NIFTY 50_ema_adx_rsi_v3,10523.65,2018-02-07 12:50:00+05:30
324,BUY,2018-02-08 13:20:00+05:30,10602.95,10623.5,10602.8,10619.55,0,10601.419201779643,10582.332918935563,10565.716957130284,23.42872458181574,62.73464196038782,10612.55,10587.15,48,0,20,0,10623.5,2018-02-08 13:20:00+05:30,NIFTY 50_ema_adx_rsi_v3,10398.35,2018-02-09 09:15:00+05:30
325,SELL,2018-02-09 11:05:00+05:30,10421.3,10421.65,10403.1,10408.5,0,10442.40609758433,10490.623730521915,10541.68774997849,40.84865692974038,29.29491770784462,10453.9,10410.35,0,38,0,21,10403.1,2018-02-09 11:05:00+05:30,NIFTY 50_ema_adx_rsi_v3,10473.65,2018-02-09 14:30:00+05:30
326,SELL,2018-02-09 14:55:00+05:30,10446.75,10449.65,10430.95,10430.95,0,10453.073759782306,10456.093850210971,10506.020801994104,27.9327816987057,37.80155873022571,10480.0,10437.9,0,5,0,67,10430.95,2018-02-09 14:55:00+05:30,NIFTY 50_ema_adx_rsi_v3,10532.7,2018-02-12 09:15:00+05:30
327,BUY,2018-02-14 09:15:00+05:30,10585.75,10588.8,10562.65,10565.25,0,10537.470348687584,10525.313262840527,10513.484306228509,24.14907682265996,68.41240138819788,10555.3,10508.1,23,0,21,0,10588.8,2018-02-14 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,10526.3,2018-02-14 15:05:00+05:30
328,BUY,2018-02-15 09:50:00+05:30,10560.15,10572.05,10559.15,10571.95,0,10538.597398280437,10540.301813596789,10530.749889169867,22.041845273771894,61.1225771033484,10560.75,10457.7,8,0,103,0,10572.05,2018-02-15 09:50:00+05:30,NIFTY 50_ema_adx_rsi_v3,10537.8,2018-02-15 14:40:00+05:30
329,SELL,2018-02-16 13:45:00+05:30,10484.25,10484.25,10467.2,10472.4,0,10506.061948007478,10522.909834281883,10540.533151954547,21.88582523193921,26.549153081199137,10524.8,10480.35,0,43,0,24,10467.2,2018-02-16 13:45:00+05:30,NIFTY 50_ema_adx_rsi_v3,10399.85,2018-02-20 09:30:00+05:30
330,BUY,2018-02-23 10:20:00+05:30,10411.95,10434.05,10411.9,10433.35,0,10407.11619624759,10388.992168224717,10383.454643819437,34.651809759834556,68.87667606511181,10427.45,10369.3,21,0,6,0,10434.05,2018-02-23 10:20:00+05:30,NIFTY 50_ema_adx_rsi_v3,10465.25,2018-02-28 09:15:00+05:30
331,SELL,2018-03-01 15:00:00+05:30,10479.95,10482.1,10459.25,10460.2,0,10486.404661292645,10489.900984842445,10501.393327777447,20.27293120737134,29.02431552709875,10514.2,10475.15,0,7,0,131,10459.25,2018-03-01 15:00:00+05:30,NIFTY 50_ema_adx_rsi_v3,10427.1,2018-03-06 09:15:00+05:30
332,SELL,2018-03-06 14:35:00+05:30,10360.3,10363.6,10339.35,10341.45,0,10375.418900162344,10384.961651677244,10408.934901184168,25.408303478390533,27.25925366874398,10406.85,10343.75,0,7,0,276,10339.35,2018-03-06 14:35:00+05:30,NIFTY 50_ema_adx_rsi_v3,10209.15,2018-03-08 11:55:00+05:30
333,BUY,2018-03-12 09:50:00+05:30,10324.2,10333.35,10323.4,10331.4,0,10285.433340215728,10273.961145703672,10260.57952511296,34.36734891667966,69.44307683938882,10328.35,10212.05,8,0,62,0,10333.35,2018-03-12 09:50:00+05:30,NIFTY 50_ema_adx_rsi_v3,10374.7,2018-03-14 09:30:00+05:30
334,BUY,2018-03-14 15:05:00+05:30,10398.45,10415.4,10398.45,10412.5,0,10384.395674629526,10378.939148659962,10375.090442137793,22.974543343325582,69.79845350250406,10408.7,10358.05,8,0,5,0,10415.4,2018-03-14 15:05:00+05:30,NIFTY 50_ema_adx_rsi_v3,10360.0,2018-03-15 14:00:00+05:30
335,SELL,2018-03-16 10:20:00+05:30,10306.3,10307.1,10295.6,10298.8,0,10325.125237686334,10350.955564640382,10372.853017512267,47.47759229313556,26.418262830870006,10384.3,10300.6,0,35,0,16,10295.6,2018-03-16 10:20:00+05:30,NIFTY 50_ema_adx_rsi_v3,10144.3,2018-03-20 11:25:00+05:30
336,SELL,2018-03-21 14:35:00+05:30,10152.5,10156.75,10143.45,10146.25,0,10168.216161065682,10175.514490416217,10178.517961341535,35.92401702666024,31.31520867803991,10194.55,10150.05,0,11,0,6,10143.45,2018-03-21 14:35:00+05:30,NIFTY 50_ema_adx_rsi_v3,10179.7,2018-03-22 09:20:00+05:30
337,SELL,2018-03-22 11:45:00+05:30,10158.45,10158.95,10149.65,10150.85,0,10170.601662662522,10173.754578297347,10176.649152049189,26.75370322962209,32.82751523529649,10198.0,10153.65,0,12,0,7,10149.65,2018-03-22 11:45:00+05:30,NIFTY 50_ema_adx_rsi_v3,10002.9,2018-03-26 12:10:00+05:30
338,BUY,2018-03-26 15:25:00+05:30,10131.5,10142.35,10130.65,10140.8,0,10101.303283402167,10061.743805418975,10051.669786549262,54.36331231534422,77.67971876014545,10140.4,10060.95,45,0,5,0,10142.35,2018-03-26 15:25:00+05:30,NIFTY 50_ema_adx_rsi_v3,10113.9,2018-03-28 10:10:00+05:30
339,BUY,2018-04-02 13:35:00+05:30,10186.35,10194.15,10185.85,10190.15,0,10172.484405474239,10162.066426678266,10140.14605825948,24.868685544482535,70.4792387478209,10187.7,10152.3,43,0,208,0,10194.15,2018-04-02 13:35:00+05:30,NIFTY 50_ema_adx_rsi_v3,10201.65,2018-04-04 13:15:00+05:30
340,BUY,2018-04-05 12:55:00+05:30,10275.3,10282.2,10275.3,10280.75,0,10270.872717178981,10253.351633449425,10219.160859308733,34.65143173920022,65.95736403349085,10278.75,10258.6,45,0,36,0,10282.2,2018-04-05 12:55:00+05:30,NIFTY 50_ema_adx_rsi_v3,10364.85,2018-04-11 09:45:00+05:30
341,BUY,2018-04-11 13:30:00+05:30,10403.95,10413.4,10400.4,10412.9,0,10393.549917244196,10390.17242292297,10377.08449843797,22.17873004453643,68.83152800456388,10410.05,10378.1,10,0,343,0,10413.4,2018-04-11 13:30:00+05:30,NIFTY 50_ema_adx_rsi_v3,10398.3,2018-04-16 09:15:00+05:30
342,BUY,2018-04-16 13:30:00+05:30,10488.05,10499.3,10486.0,10499.1,0,10479.120778958417,10474.334876870578,10460.805566178926,24.346459792537836,68.89348997912224,10492.45,10461.65,10,0,501,0,10499.3,2018-04-16 13:30:00+05:30,NIFTY 50_ema_adx_rsi_v3,10532.05,2018-04-18 14:55:00+05:30
343,BUY,2018-04-23 10:30:00+05:30,10592.3,10615.6,10592.3,10615.5,0,10578.09306198455,10564.45438256652,10551.954561237115,22.801562971080585,79.81890462084276,10596.1,10551.65,23,0,28,0,10615.6,2018-04-23 10:30:00+05:30,NIFTY 50_ema_adx_rsi_v3,10577.65,2018-04-24 12:35:00+05:30
344,BUY,2018-04-24 14:25:00+05:30,10613.3,10623.2,10613.1,10623.1,0,10605.529298960282,10601.218831309687,10587.971262584098,21.60166424170451,68.11784786444525,10619.05,10579.4,13,0,150,0,10623.2,2018-04-24 14:25:00+05:30,NIFTY 50_ema_adx_rsi_v3,10579.1,2018-04-25 09:50:00+05:30
345,SELL,2018-04-25 14:35:00+05:30,10548.35,10550.95,10536.75,10539.2,0,10568.537412560088,10581.18957731722,10588.224568680918,38.09606316459753,24.84009056449925,10610.55,10542.1,0,13,0,7,10536.75,2018-04-25 14:35:00+05:30,NIFTY 50_ema_adx_rsi_v3,10589.8,2018-04-26 09:20:00+05:30
346,BUY,2018-04-27 09:20:00+05:30,10675.8,10687.75,10675.5,10682.25,0,10612.026371078324,10593.426086405943,10585.977073689523,30.855352389168285,82.95654886543142,10677.15,10567.2,12,0,5,0,10687.75,2018-04-27 09:20:00+05:30,NIFTY 50_ema_adx_rsi_v3,10715.55,2018-05-02 14:25:00+05:30
347,SELL,2018-05-03 11:10:00+05:30,10658.35,10658.45,10649.6,10651.85,0,10674.741812143913,10697.280245437449,10709.048372912031,51.77937515163218,30.293971281136393,10697.1,10657.25,0,41,0,11,10649.6,2018-05-03 11:10:00+05:30,NIFTY 50_ema_adx_rsi_v3,10706.25,2018-05-03 13:25:00+05:30
348,SELL,2018-05-03 15:20:00+05:30,10676.05,10677.05,10670.3,10670.3,0,10686.99965925839,10687.071969909155,10698.371959668395,25.253048283095087,37.59405296149894,10708.05,10673.85,0,5,0,61,10670.3,2018-05-03 15:20:00+05:30,NIFTY 50_ema_adx_rsi_v3,10647.1,2018-05-07 09:35:00+05:30
349,BUY,2018-05-07 14:00:00+05:30,10682.45,10690.7,10682.45,10690.35,0,10677.014288031405,10665.250607529326,10662.28856178486,39.00546981446399,75.02401696741404,10687.15,10663.65,58,0,5,0,10690.7,2018-05-07 14:00:00+05:30,NIFTY 50_ema_adx_rsi_v3,10726.05,2018-05-10 12:35:00+05:30
350,BUY,2018-05-11 14:50:00+05:30,10782.35,10795.35,10782.35,10793.35,0,10769.195410971344,10759.613867966149,10742.283801313642,22.907828276969017,81.31909780297835,10783.85,10745.55,20,0,315,0,10795.35,2018-05-11 14:50:00+05:30,NIFTY 50_ema_adx_rsi_v3,10810.95,2018-05-15 14:10:00+05:30
351,SELL,2018-05-16 14:50:00+05:30,10744.2,10744.2,10731.7,10735.35,0,10757.154888521838,10760.71758020641,10783.599263292583,27.45926753013105,38.18462668059616,10790.15,10743.95,0,9,0,63,10731.7,2018-05-16 14:50:00+05:30,NIFTY 50_ema_adx_rsi_v3,10555.5,2018-05-22 10:25:00+05:30
352,SELL,2018-05-23 09:55:00+05:30,10508.3,10508.9,10494.65,10501.3,0,10522.415263021585,10527.74892299924,10564.295269809445,20.859519238296137,30.2307980704299,10544.9,10503.15,0,9,0,379,10494.65,2018-05-23 09:55:00+05:30,NIFTY 50_ema_adx_rsi_v3,10476.95,2018-05-24 12:15:00+05:30
353,BUY,2018-05-25 13:10:00+05:30,10576.4,10584.65,10576.4,10581.15,0,10568.669614374143,10555.442074095505,10525.345743052647,20.63758768227453,67.58780560526868,10577.2,10556.5,58,0,41,0,10584.65,2018-05-25 13:10:00+05:30,NIFTY 50_ema_adx_rsi_v3,10641.8,2018-05-29 13:55:00+05:30
354,SELL,2018-05-30 14:10:00+05:30,10594.95,10598.5,10585.05,10585.65,0,10607.927504695519,10606.774976082159,10622.067054470166,29.52149664997076,36.32607785465044,10648.55,10588.4,0,5,0,56,10585.05,2018-05-30 14:10:00+05:30,NIFTY 50_ema_adx_rsi_v3,10591.55,2018-05-30 14:15:00+05:30
355,BUY,2018-05-31 11:55:00+05:30,10648.2,10659.15,10648.05,10657.65,0,10646.028087029961,10634.942983277026,10626.732314166598,27.281943966783242,64.04774887786925,10654.85,10628.7,38,0,15,0,10659.15,2018-05-31 11:55:00+05:30,NIFTY 50_ema_adx_rsi_v3,10673.6,2018-06-04 09:40:00+05:30
356,SELL,2018-06-04 14:05:00+05:30,10656.8,10660.2,10641.35,10643.75,0,10666.873841061064,10679.171631993897,10683.21350807115,26.23933303035006,32.19491360540097,10704.95,10645.85,0,15,0,6,10641.35,2018-06-04 14:05:00+05:30,NIFTY 50_ema_adx_rsi_v3,10616.8,2018-06-06 09:45:00+05:30
357,BUY,2018-06-06 13:50:00+05:30,10661.7,10666.35,10661.45,10665.75,0,10656.468566662403,10644.177542856556,10636.30443275007,23.340357038778677,64.41118617410774,10665.05,10642.0,59,0,16,0,10666.35,2018-06-06 13:50:00+05:30,NIFTY 50_ema_adx_rsi_v3,10715.4,2018-06-08 12:10:00+05:30
358,BUY,2018-06-08 15:00:00+05:30,10761.85,10776.95,10761.3,10776.95,0,10747.457713056718,10741.007317478096,10726.326870857258,25.649516188898584,70.96302202517607,10767.25,10723.8,13,0,180,0,10776.95,2018-06-08 15:00:00+05:30,NIFTY 50_ema_adx_rsi_v3,10816.55,2018-06-14 09:15:00+05:30
359,SELL,2018-06-14 12:05:00+05:30,10781.55,10781.6,10774.05,10775.95,0,10790.881400884764,10811.96281539465,10828.257890056448,59.30851936636793,24.946242905687015,10799.35,10780.65,0,46,0,18,10774.05,2018-06-14 12:05:00+05:30,NIFTY 50_ema_adx_rsi_v3,10817.7,2018-06-14 14:45:00+05:30
360,SELL,2018-06-15 12:30:00+05:30,10798.0,10799.1,10791.95,10795.2,0,10810.31696291699,10812.218416246465,10817.699088640526,21.46765908459989,30.513334730617757,10833.9,10795.35,0,7,0,98,10791.95,2018-06-15 12:30:00+05:30,NIFTY 50_ema_adx_rsi_v3,10815.85,2018-06-15 15:00:00+05:30
361,SELL,2018-06-19 10:25:00+05:30,10750.3,10750.5,10742.0,10742.75,0,10766.19089403593,10785.141912038933,10802.602594909707,43.73343344760425,28.059896177774846,10806.45,10746.8,0,21,0,16,10742.0,2018-06-19 10:25:00+05:30,NIFTY 50_ema_adx_rsi_v3,10740.05,2018-06-20 10:45:00+05:30
362,SELL,2018-06-22 09:50:00+05:30,10722.45,10724.45,10713.0,10713.65,0,10736.19101282535,10748.47435468846,10759.575554995603,34.10168161415585,29.92923518395949,10761.9,10716.6,0,23,0,18,10713.0,2018-06-22 09:50:00+05:30,NIFTY 50_ema_adx_rsi_v3,10750.3,2018-06-22 12:25:00+05:30
363,BUY,2018-06-22 15:05:00+05:30,10805.0,10815.7,10804.7,10815.0,0,10780.536747198574,10764.187230775347,10757.131764142445,41.03837663059203,82.2446793387555,10809.8,10753.6,39,0,6,0,10815.7,2018-06-22 15:05:00+05:30,NIFTY 50_ema_adx_rsi_v3,10772.75,2018-06-25 14:35:00+05:30
364,SELL,2018-06-27 11:45:00+05:30,10734.95,10734.95,10726.8,10728.65,0,10749.18055002329,10761.111136909416,10772.922285991108,24.367814925726215,29.396145835335503,10780.6,10731.5,0,19,0,31,10726.8,2018-06-27 11:45:00+05:30,NIFTY 50_ema_adx_rsi_v3,10662.45,2018-06-29 09:45:00+05:30
365,BUY,2018-06-29 15:00:00+05:30,10691.0,10712.5,10691.0,10709.0,0,10693.765649506704,10680.889929428242,10677.406173300642,23.29795256605411,65.23521284228161,10708.95,10682.2,70,0,8,0,10712.5,2018-06-29 15:00:00+05:30,NIFTY 50_ema_adx_rsi_v3,10646.05,2018-07-02 10:00:00+05:30
366,SELL,2018-07-02 11:15:00+05:30,10634.55,10635.35,10628.6,10628.95,0,10650.464458197821,10664.096161840762,10673.574687618664,31.06942688447711,29.71353409146525,10672.6,10631.2,0,24,0,12,10628.6,2018-07-02 11:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,10665.65,2018-07-02 14:15:00+05:30
367,BUY,2018-07-03 12:35:00+05:30,10702.75,10711.6,10702.55,10710.6,0,10693.87994324866,10680.417028854661,10668.182085350156,22.01546458299349,67.3036089104591,10710.05,10675.95,39,0,18,0,10711.6,2018-07-03 12:35:00+05:30,NIFTY 50_ema_adx_rsi_v3,10987.7,2018-07-16 09:20:00+05:30
368,SELL,2018-07-16 14:30:00+05:30,10964.05,10965.45,10955.45,10955.8,0,10972.839081133732,10982.589228797451,10995.187103690492,23.851636155090937,24.535143343267777,10999.4,10956.35,0,67,0,38,10955.45,2018-07-16 14:30:00+05:30,NIFTY 50_ema_adx_rsi_v3,10970.95,2018-07-17 12:30:00+05:30
369,BUY,2018-07-18 09:15:00+05:30,11060.2,11075.4,11058.2,11063.6,0,11007.054034804381,10990.396026146245,10984.33966155111,41.10152998530452,81.44188791412654,11017.65,10982.15,33,0,7,0,11075.4,2018-07-18 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,10974.2,2018-07-18 12:35:00+05:30
370,SELL,2018-07-19 13:30:00+05:30,10956.3,10956.3,10948.65,10950.35,0,10970.46385851189,10976.356312801516,10988.417769158668,21.532201070051855,34.37349182669337,10991.15,10950.9,0,8,0,59,10948.65,2018-07-19 13:30:00+05:30,NIFTY 50_ema_adx_rsi_v3,10985.3,2018-07-20 09:40:00+05:30
371,BUY,2018-07-20 12:05:00+05:30,11013.4,11017.95,11013.3,11015.2,0,11005.006172934609,10992.609281639337,10986.587821937967,20.92260933726489,64.16628879263621,11014.45,10994.0,37,0,11,0,11017.95,2018-07-20 12:05:00+05:30,NIFTY 50_ema_adx_rsi_v3,11131.05,2018-07-26 14:20:00+05:30
372,BUY,2018-07-26 15:15:00+05:30,11166.95,11172.7,11165.75,11170.7,0,11152.454932024615,11155.096220926507,11135.86048902299,22.006637439047598,61.91084560816628,11168.15,11125.85,5,0,349,0,11172.7,2018-07-26 15:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,11303.35,2018-08-02 09:15:00+05:30
373,SELL,2018-08-02 15:15:00+05:30,11251.15,11252.1,11241.55,11241.95,0,11259.46469390622,11272.931872763747,11296.652628687352,20.456695835280122,34.027918429339664,11281.15,11244.05,0,76,0,54,11241.55,2018-08-02 15:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,11315.0,2018-08-03 09:15:00+05:30
