,signal,date,open,high,low,close,volume,ema20,ema50,ema100,ema200,adx,rsi,max_high,min_low,close_above_ema50_cnt,close_below_ema50_cnt,ema50_above_ema200_cnt,ema50_below_ema200_cnt,entry_price,from,symbol,exit_price,to
530,SELL,2020-02-10 10:20:00+05:30,12012.75,12012.8,12006.5,12007.25,0,12046.01,12070.37,12083.73,12071.4,42.86,18.77,12113.25,12011.3,0,17,0,1,12006.5,2020-02-10 10:20:00+05:30,NIFTY 50_ema_adx_rsi_v1,12129.7,2020-02-11 09:15:00+05:30
531,BUY,2020-02-11 09:55:00+05:30,12156.05,12166.8,12156.05,12164.25,0,12098.93,12061.45,12055.57,12055.36,47.25,81.21,12161.7,12001.95,15,0,2,0,12166.8,2020-02-11 09:55:00+05:30,NIFTY 50_ema_adx_rsi_v1,12152.5,2020-02-13 10:25:00+05:30
532,BUY,2020-02-13 15:15:00+05:30,12174.5,12180.9,12172.9,12180.5,0,12161.67,12159.59,12163.1,12154.7,23.13,67.74,12176.3,12141.1,4,0,216,0,12180.9,2020-02-13 15:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,12147.05,2020-02-14 10:50:00+05:30
533,SELL,2020-02-14 13:25:00+05:30,12134.05,12140.05,12130.2,12132.6,0,12151.17,12159.49,12164.26,12160.23,22.17,35.82,12172.35,12135.0,0,33,0,1,12130.2,2020-02-14 13:25:00+05:30,NIFTY 50_ema_adx_rsi_v1,12155.35,2020-02-17 09:15:00+05:30
534,SELL,2020-02-17 13:00:00+05:30,12064.8,12065.05,12054.65,12057.15,0,12079.58,12095.79,12114.35,12130.69,21.14,30.16,12111.0,12061.25,0,45,0,71,12054.65,2020-02-17 13:00:00+05:30,NIFTY 50_ema_adx_rsi_v1,12088.3,2020-02-19 09:15:00+05:30
535,BUY,2020-02-19 11:45:00+05:30,12077.5,12087.9,12076.8,12084.35,0,12067.32,12037.7,12020.61,12036.05,29.77,65.02,12082.8,12042.2,39,0,2,0,12087.9,2020-02-19 11:45:00+05:30,NIFTY 50_ema_adx_rsi_v1,12086.8,2020-02-20 14:55:00+05:30
536,SELL,2020-02-24 13:25:00+05:30,11950.7,11951.1,11942.0,11944.15,0,11957.86,11977.71,12011.63,12038.44,24.07,34.02,11980.7,11948.75,0,72,0,47,11942.0,2020-02-24 13:25:00+05:30,NIFTY 50_ema_adx_rsi_v1,11326.4,2020-03-03 14:40:00+05:30
537,SELL,2020-03-04 13:10:00+05:30,11183.5,11183.5,11165.75,11171.15,0,11237.12,11253.98,11263.39,11298.56,22.62,26.21,11276.75,11173.65,0,5,0,501,11165.75,2020-03-04 13:10:00+05:30,NIFTY 50_ema_adx_rsi_v1,11312.65,2020-03-05 09:15:00+05:30
538,BUY,2020-03-05 11:30:00+05:30,11365.7,11380.05,11365.25,11368.7,0,11323.6,11281.33,11263.54,11278.8,37.76,69.5,11367.25,11250.2,35,0,1,0,11380.05,2020-03-05 11:30:00+05:30,NIFTY 50_ema_adx_rsi_v1,11298.3,2020-03-05 14:25:00+05:30
539,SELL,2020-03-06 09:15:00+05:30,10942.65,10942.65,10831.3,10894.8,0,11255.08,11292.69,11291.92,11293.31,36.41,9.23,11331.55,11244.85,0,23,0,1,10831.3,2020-03-06 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,9909.0,2020-03-13 12:55:00+05:30
540,SELL,2020-03-16 09:30:00+05:30,9426.95,9432.65,9341.15,9341.15,0,9760.61,9766.76,9739.98,9874.41,26.19,25.22,10027.1,9417.9,0,4,0,379,9341.15,2020-03-16 09:30:00+05:30,NIFTY 50_ema_adx_rsi_v1,8555.15,2020-03-20 12:05:00+05:30
541,SELL,2020-03-23 09:45:00+05:30,7954.65,7954.65,7918.7,7918.7,0,8353.16,8480.91,8481.9,8550.55,41.77,20.82,8793.6,7942.5,0,7,0,5,7918.7,2020-03-23 09:45:00+05:30,NIFTY 50_ema_adx_rsi_v1,7938.85,2020-03-25 12:10:00+05:30
542,BUY,2020-03-25 13:20:00+05:30,8240.25,8259.6,8225.4,8241.5,0,8061.71,7958.02,7908.76,7957.39,40.31,82.74,8238.75,7873.6,24,0,1,0,8259.6,2020-03-25 13:20:00+05:30,NIFTY 50_ema_adx_rsi_v1,8428.2,2020-03-30 09:15:00+05:30
543,SELL,2020-03-30 12:45:00+05:30,8420.65,8420.75,8400.2,8400.2,0,8456.79,8510.15,8552.56,8516.6,21.22,31.47,8545.95,8409.65,0,44,0,3,8400.2,2020-03-30 12:45:00+05:30,NIFTY 50_ema_adx_rsi_v1,8478.3,2020-03-31 10:20:00+05:30
544,BUY,2020-03-31 14:00:00+05:30,8610.2,8634.4,8610.2,8622.05,0,8571.82,8530.53,8507.07,8493.52,31.47,68.23,8621.2,8537.9,53,0,20,0,8634.4,2020-03-31 14:00:00+05:30,NIFTY 50_ema_adx_rsi_v1,8510.9,2020-04-01 09:15:00+05:30
545,SELL,2020-04-01 10:35:00+05:30,8383.0,8389.1,8349.6,8350.35,0,8432.73,8489.34,8500.95,8496.76,48.13,25.48,8614.8,8357.95,0,18,0,2,8349.6,2020-04-01 10:35:00+05:30,NIFTY 50_ema_adx_rsi_v1,8415.2,2020-04-07 09:15:00+05:30
546,BUY,2020-04-07 11:00:00+05:30,8433.7,8475.75,8430.55,8469.1,0,8394.16,8301.38,8261.49,8287.43,41.56,69.71,8460.4,8361.95,22,0,4,0,8475.75,2020-04-07 11:00:00+05:30,NIFTY 50_ema_adx_rsi_v1,9038.85,2020-04-15 14:00:00+05:30
547,BUY,2020-04-17 14:55:00+05:30,9212.3,9237.05,9208.45,9236.05,0,9177.39,9157.58,9129.44,9087.86,22.37,73.18,9224.15,9109.0,15,0,69,0,9237.05,2020-04-17 14:55:00+05:30,NIFTY 50_ema_adx_rsi_v1,9031.75,2020-04-21 09:15:00+05:30
548,SELL,2020-04-21 11:35:00+05:30,9000.3,9004.6,8982.95,8988.0,0,9028.86,9097.08,9147.29,9149.93,44.76,28.9,9044.0,8995.25,0,38,0,17,8982.95,2020-04-21 11:35:00+05:30,NIFTY 50_ema_adx_rsi_v1,9075.25,2020-04-22 10:40:00+05:30
549,BUY,2020-04-22 14:30:00+05:30,9157.35,9181.25,9157.25,9176.6,0,9137.29,9106.31,9083.78,9086.75,25.77,68.98,9172.2,9089.55,53,0,16,0,9181.25,2020-04-22 14:30:00+05:30,NIFTY 50_ema_adx_rsi_v1,9197.05,2020-04-24 09:15:00+05:30
550,BUY,2020-04-24 12:45:00+05:30,9276.3,9296.1,9259.4,9295.5,0,9232.97,9228.32,9227.52,9202.4,29.57,76.58,9282.4,9163.95,8,0,145,0,9296.1,2020-04-24 12:45:00+05:30,NIFTY 50_ema_adx_rsi_v1,9194.95,2020-04-24 14:00:00+05:30
551,BUY,2020-04-27 09:30:00+05:30,9323.3,9345.0,9322.8,9334.7,0,9227.98,9221.94,9223.76,9207.99,32.13,74.47,9330.9,9142.25,4,0,181,0,9345.0,2020-04-27 09:30:00+05:30,NIFTY 50_ema_adx_rsi_v1,9268.05,2020-04-28 10:05:00+05:30
552,BUY,2020-04-28 14:55:00+05:30,9369.45,9381.5,9368.0,9377.75,0,9353.42,9336.51,9323.1,9298.21,21.65,65.23,9374.7,9326.9,28,0,321,0,9381.5,2020-04-28 14:55:00+05:30,NIFTY 50_ema_adx_rsi_v1,9437.5,2020-05-04 09:15:00+05:30
553,SELL,2020-05-04 11:20:00+05:30,9378.2,9379.6,9349.6,9352.45,0,9418.18,9539.2,9603.51,9575.61,51.67,26.47,9428.15,9353.7,0,26,0,7,9349.6,2020-05-04 11:20:00+05:30,NIFTY 50_ema_adx_rsi_v1,9338.65,2020-05-08 09:15:00+05:30
554,BUY,2020-05-11 09:30:00+05:30,9376.1,9416.15,9375.3,9410.2,0,9311.2,9304.84,9295.55,9295.34,40.72,72.69,9397.2,9238.35,4,0,4,0,9416.15,2020-05-11 09:30:00+05:30,NIFTY 50_ema_adx_rsi_v1,9312.2,2020-05-11 14:05:00+05:30
555,SELL,2020-05-12 09:15:00+05:30,9168.85,9168.85,9129.05,9131.0,0,9258.14,9293.65,9306.48,9307.47,37.96,16.35,9338.55,9220.45,0,22,0,6,9129.05,2020-05-12 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,9222.5,2020-05-12 14:50:00+05:30
556,SELL,2020-05-14 11:30:00+05:30,9212.55,9213.15,9197.95,9199.35,0,9231.06,9277.89,9296.0,9289.86,46.41,32.03,9271.8,9201.7,0,28,0,6,9197.95,2020-05-14 11:30:00+05:30,NIFTY 50_ema_adx_rsi_v1,9015.35,2020-05-19 10:25:00+05:30
557,SELL,2020-05-19 13:50:00+05:30,8907.5,8917.8,8876.2,8879.3,0,8941.16,8951.83,8956.4,8998.62,26.02,23.64,9002.6,8885.65,0,12,0,259,8876.2,2020-05-19 13:50:00+05:30,NIFTY 50_ema_adx_rsi_v1,8984.6,2020-05-20 09:55:00+05:30
558,BUY,2020-05-21 09:15:00+05:30,9079.45,9119.15,9056.6,9099.15,0,9044.68,9004.62,8979.79,8982.03,43.75,75.25,9092.7,8954.6,23,0,11,0,9119.15,2020-05-21 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,9046.35,2020-05-22 10:25:00+05:30
559,BUY,2020-05-27 12:15:00+05:30,9107.0,9123.6,9106.55,9121.35,0,9094.34,9076.71,9069.82,9063.78,33.05,69.8,9115.65,9059.4,23,0,15,0,9123.6,2020-05-27 12:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,9986.9,2020-06-04 12:10:00+05:30
560,BUY,2020-06-05 09:25:00+05:30,10112.2,10138.55,10112.2,10137.15,0,10040.9,10026.28,10030.25,9995.16,25.24,78.12,10126.65,9982.2,8,0,501,0,10138.55,2020-06-05 09:25:00+05:30,NIFTY 50_ema_adx_rsi_v1,10139.05,2020-06-08 14:15:00+05:30
561,BUY,2020-06-09 11:50:00+05:30,10260.85,10284.05,10259.6,10280.5,0,10247.96,10228.33,10212.81,10171.66,26.98,67.29,10271.65,10228.15,25,0,501,0,10284.05,2020-06-09 11:50:00+05:30,NIFTY 50_ema_adx_rsi_v1,10179.25,2020-06-09 13:10:00+05:30
562,SELL,2020-06-09 14:45:00+05:30,10038.75,10040.9,10022.65,10032.35,0,10116.12,10166.42,10186.17,10170.28,49.67,18.66,10214.05,10035.85,0,27,0,1,10022.65,2020-06-09 14:45:00+05:30,NIFTY 50_ema_adx_rsi_v1,10129.3,2020-06-10 15:10:00+05:30
563,SELL,2020-06-11 11:15:00+05:30,10022.55,10023.1,10005.9,10015.9,0,10058.46,10077.32,10094.94,10114.4,20.45,30.45,10111.65,10022.95,0,21,0,109,10005.9,2020-06-11 11:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,9963.25,2020-06-12 14:45:00+05:30
564,SELL,2020-06-15 11:05:00+05:30,9804.05,9804.5,9780.85,9782.15,0,9835.48,9850.44,9859.56,9909.84,32.42,31.65,9921.35,9787.0,0,12,0,257,9780.85,2020-06-15 11:05:00+05:30,NIFTY 50_ema_adx_rsi_v1,9868.35,2020-06-15 14:25:00+05:30
565,BUY,2020-06-17 13:00:00+05:30,9963.15,9974.9,9957.7,9974.8,0,9936.74,9919.33,9908.21,9902.18,23.73,65.75,9969.95,9872.35,16,0,43,0,9974.9,2020-06-17 13:00:00+05:30,NIFTY 50_ema_adx_rsi_v1,9887.6,2020-06-17 14:45:00+05:30
566,BUY,2020-06-18 12:55:00+05:30,9971.5,9988.95,9969.7,9988.65,0,9953.11,9934.7,9924.93,9915.75,29.59,69.76,9984.0,9911.2,22,0,117,0,9988.95,2020-06-18 12:55:00+05:30,NIFTY 50_ema_adx_rsi_v1,10356.4,2020-06-24 14:35:00+05:30
567,SELL,2020-06-25 12:15:00+05:30,10269.3,10270.6,10254.3,10260.4,0,10298.08,10322.36,10355.32,10355.19,20.25,36.32,10356.05,10263.9,0,9,0,33,10254.3,2020-06-25 12:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,10344.2,2020-06-25 14:10:00+05:30
568,SELL,2020-06-29 09:40:00+05:30,10294.7,10294.7,10265.5,10267.05,0,10335.01,10344.1,10344.33,10344.28,23.91,30.9,10409.3,10282.25,0,6,0,1,10265.5,2020-06-29 09:40:00+05:30,NIFTY 50_ema_adx_rsi_v1,10326.3,2020-06-29 15:10:00+05:30
569,BUY,2020-07-01 12:10:00+05:30,10380.65,10391.1,10377.05,10388.35,0,10357.08,10346.57,10341.0,10335.51,21.0,68.56,10381.1,10318.55,11,0,103,0,10391.1,2020-07-01 12:10:00+05:30,NIFTY 50_ema_adx_rsi_v1,10733.3,2020-07-08 14:40:00+05:30
570,BUY,2020-07-13 09:25:00+05:30,10865.0,10877.8,10861.6,10876.4,0,10791.58,10775.98,10774.5,10770.22,26.0,80.03,10873.65,10736.35,6,0,2,0,10877.8,2020-07-13 09:25:00+05:30,NIFTY 50_ema_adx_rsi_v1,10786.15,2020-07-13 12:55:00+05:30
571,SELL,2020-07-14 09:45:00+05:30,10706.4,10712.0,10698.3,10701.9,0,10757.26,10781.23,10791.16,10788.55,30.04,29.84,10818.3,10703.85,0,7,0,4,10698.3,2020-07-14 09:45:00+05:30,NIFTY 50_ema_adx_rsi_v1,10713.85,2020-07-15 09:25:00+05:30
572,BUY,2020-07-15 11:25:00+05:30,10813.05,10821.75,10809.85,10820.5,0,10777.74,10727.19,10711.56,10724.37,54.64,76.02,10820.35,10722.75,27,0,1,0,10821.75,2020-07-15 11:25:00+05:30,NIFTY 50_ema_adx_rsi_v1,10737.6,2020-07-15 14:20:00+05:30
573,BUY,2020-07-17 15:10:00+05:30,10881.3,10900.9,10880.3,10900.0,0,10849.84,10823.68,10792.37,10762.95,23.07,72.57,10887.0,10782.05,20,0,68,0,10900.9,2020-07-17 15:10:00+05:30,NIFTY 50_ema_adx_rsi_v1,11076.95,2020-07-22 14:35:00+05:30
574,BUY,2020-07-23 11:35:00+05:30,11194.0,11208.5,11192.4,11207.8,0,11177.36,11160.41,11148.07,11107.19,22.74,71.86,11194.75,11144.2,34,0,325,0,11208.5,2020-07-23 11:35:00+05:30,NIFTY 50_ema_adx_rsi_v1,11137.05,2020-07-24 09:30:00+05:30
575,BUY,2020-07-24 14:10:00+05:30,11159.8,11192.7,11158.8,11184.4,0,11141.48,11140.5,11148.76,11139.39,24.14,70.51,11173.85,11106.25,6,0,1,0,11192.7,2020-07-24 14:10:00+05:30,NIFTY 50_ema_adx_rsi_v1,11134.4,2020-07-27 09:30:00+05:30
576,BUY,2020-07-27 12:25:00+05:30,11152.4,11168.8,11150.75,11168.15,0,11144.72,11144.23,11147.9,11143.62,20.6,65.6,11162.1,11114.55,9,0,1,0,11168.8,2020-07-27 12:25:00+05:30,NIFTY 50_ema_adx_rsi_v1,11144.5,2020-07-27 13:20:00+05:30
577,BUY,2020-07-27 13:40:00+05:30,11160.15,11179.35,11158.95,11176.9,0,11156.97,11151.6,11151.19,11145.99,20.9,60.95,11174.85,11124.45,3,0,16,0,11179.35,2020-07-27 13:40:00+05:30,NIFTY 50_ema_adx_rsi_v1,11140.4,2020-07-27 14:20:00+05:30
578,BUY,2020-07-28 09:30:00+05:30,11200.25,11214.9,11196.55,11212.5,0,11165.0,11158.11,11155.05,11149.23,20.55,66.32,11212.2,11113.15,4,0,41,0,11214.9,2020-07-28 09:30:00+05:30,NIFTY 50_ema_adx_rsi_v1,11228.5,2020-07-29 14:05:00+05:30
579,BUY,2020-07-30 10:15:00+05:30,11277.75,11288.9,11277.75,11287.25,0,11255.6,11250.55,11249.32,11231.81,20.65,63.54,11280.85,11157.7,13,0,200,0,11288.9,2020-07-30 10:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,11232.3,2020-07-30 12:45:00+05:30
580,SELL,2020-07-30 13:50:00+05:30,11188.0,11188.7,11150.95,11157.4,0,11206.96,11234.44,11244.53,11236.81,43.0,24.01,11282.9,11165.15,0,16,0,2,11150.95,2020-07-30 13:50:00+05:30,NIFTY 50_ema_adx_rsi_v1,11029.8,2020-08-04 10:50:00+05:30
581,BUY,2020-08-04 14:40:00+05:30,11085.1,11096.7,11083.55,11093.1,0,11060.64,11039.61,11021.21,11035.16,21.46,68.14,11085.5,11026.15,61,0,4,0,11096.7,2020-08-04 14:40:00+05:30,NIFTY 50_ema_adx_rsi_v1,11073.8,2020-08-05 11:55:00+05:30
582,BUY,2020-08-06 12:50:00+05:30,11219.35,11239.1,11219.2,11239.1,0,11191.9,11171.58,11149.77,11121.68,21.03,70.59,11228.8,11139.3,46,0,132,0,11239.1,2020-08-06 12:50:00+05:30,NIFTY 50_ema_adx_rsi_v1,11259.45,2020-08-12 09:15:00+05:30
583,BUY,2020-08-12 12:50:00+05:30,11314.55,11319.15,11313.6,11317.8,0,11299.61,11299.33,11303.65,11290.68,21.55,64.32,11315.6,11281.55,7,0,432,0,11319.15,2020-08-12 12:50:00+05:30,NIFTY 50_ema_adx_rsi_v1,11291.3,2020-08-12 13:40:00+05:30
584,SELL,2020-08-14 14:00:00+05:30,11213.4,11213.4,11173.9,11186.85,0,11284.68,11309.98,11316.15,11313.13,45.17,13.84,11366.1,11196.9,0,11,0,1,11173.9,2020-08-14 14:00:00+05:30,NIFTY 50_ema_adx_rsi_v1,11258.25,2020-08-17 15:15:00+05:30
585,BUY,2020-08-18 10:15:00+05:30,11317.65,11333.8,11317.65,11328.35,0,11292.62,11259.14,11248.4,11257.88,38.45,75.97,11322.35,11212.95,25,0,1,0,11333.8,2020-08-18 10:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,11321.75,2020-08-20 09:15:00+05:30
586,SELL,2020-08-20 12:35:00+05:30,11331.05,11331.05,11294.75,11306.1,0,11335.99,11352.85,11366.42,11357.08,25.89,28.41,11345.2,11326.5,0,47,0,6,11294.75,2020-08-20 12:35:00+05:30,NIFTY 50_ema_adx_rsi_v1,11398.4,2020-08-21 09:15:00+05:30
587,BUY,2020-08-24 09:15:00+05:30,11412.0,11442.45,11412.0,11437.35,0,11390.91,11390.22,11383.07,11371.95,22.6,69.89,11406.15,11362.4,1,0,67,0,11442.45,2020-08-24 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,11439.35,2020-08-25 14:10:00+05:30
588,BUY,2020-08-26 09:15:00+05:30,11512.85,11515.15,11481.6,11501.5,0,11468.84,11468.22,11464.94,11446.89,23.17,70.51,11487.0,11423.6,7,0,217,0,11515.15,2020-08-26 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,11609.9,2020-08-31 11:30:00+05:30
589,SELL,2020-08-31 13:20:00+05:30,11470.9,11470.9,11431.85,11467.7,0,11553.67,11605.87,11624.52,11608.83,40.29,22.79,11602.0,11468.6,0,29,0,1,11431.85,2020-08-31 13:20:00+05:30,NIFTY 50_ema_adx_rsi_v1,11531.9,2020-09-01 12:50:00+05:30
590,BUY,2020-09-03 09:15:00+05:30,11566.2,11584.55,11560.35,11561.7,0,11524.98,11501.51,11491.15,11499.62,24.78,68.92,11554.15,11464.65,23,0,2,0,11584.55,2020-09-03 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,11351.15,2020-09-04 09:15:00+05:30
591,SELL,2020-09-04 14:35:00+05:30,11372.7,11373.6,11346.35,11352.6,0,11400.0,11414.03,11438.27,11465.56,21.34,27.72,11452.0,11359.75,0,10,0,62,11346.35,2020-09-04 14:35:00+05:30,NIFTY 50_ema_adx_rsi_v1,11383.75,2020-09-08 10:10:00+05:30
592,SELL,2020-09-08 15:00:00+05:30,11342.7,11347.4,11308.0,11317.1,0,11376.26,11388.88,11384.36,11391.44,35.77,19.83,11425.75,11333.95,0,10,0,2,11308.0,2020-09-08 15:00:00+05:30,NIFTY 50_ema_adx_rsi_v1,11346.1,2020-09-10 09:15:00+05:30
593,BUY,2020-09-10 11:10:00+05:30,11399.75,11407.4,11399.75,11405.0,0,11369.88,11328.91,11311.88,11324.26,50.27,76.04,11402.5,11341.35,29,0,3,0,11407.4,2020-09-10 11:10:00+05:30,NIFTY 50_ema_adx_rsi_v1,11443.35,2020-09-14 14:05:00+05:30
594,BUY,2020-09-15 13:00:00+05:30,11501.35,11514.3,11500.65,11508.45,0,11494.51,11487.53,11485.71,11469.7,20.48,61.06,11506.6,11464.0,19,0,250,0,11514.3,2020-09-15 13:00:00+05:30,NIFTY 50_ema_adx_rsi_v1,11526.5,2020-09-17 11:50:00+05:30
595,SELL,2020-09-21 13:05:00+05:30,11456.15,11458.15,11443.7,11449.95,0,11482.44,11497.13,11512.17,11523.0,20.79,31.95,11513.15,11454.75,0,8,0,56,11443.7,2020-09-21 13:05:00+05:30,NIFTY 50_ema_adx_rsi_v1,11024.5,2020-09-25 14:10:00+05:30
596,BUY,2020-09-28 09:35:00+05:30,11149.8,11167.45,11145.1,11166.6,0,11073.59,11023.54,10994.55,11020.85,40.04,79.99,11150.85,10997.45,59,0,1,0,11167.45,2020-09-28 09:35:00+05:30,NIFTY 50_ema_adx_rsi_v1,11875.85,2020-10-12 13:25:00+05:30
597,SELL,2020-10-14 13:20:00+05:30,11836.2,11841.85,11826.9,11829.5,0,11849.5,11862.22,11882.58,11890.61,22.0,37.4,11883.95,11831.15,0,12,0,40,11826.9,2020-10-14 13:20:00+05:30,NIFTY 50_ema_adx_rsi_v1,11912.5,2020-10-14 14:20:00+05:30
598,SELL,2020-10-15 13:30:00+05:30,11847.8,11848.55,11829.0,11829.6,0,11877.02,11896.07,11900.76,11900.35,24.35,27.41,11913.8,11839.85,0,27,0,3,11829.0,2020-10-15 13:30:00+05:30,NIFTY 50_ema_adx_rsi_v1,11849.45,2020-10-19 09:15:00+05:30
599,BUY,2020-10-20 09:20:00+05:30,11882.85,11893.45,11867.25,11890.15,0,11871.31,11860.04,11843.17,11835.54,23.47,62.87,11886.45,11839.4,45,0,60,0,11893.45,2020-10-20 09:20:00+05:30,NIFTY 50_ema_adx_rsi_v1,11920.1,2020-10-21 13:20:00+05:30
600,SELL,2020-10-26 11:10:00+05:30,11895.65,11898.1,11882.5,11884.7,0,11902.39,11914.32,11918.98,11916.72,33.71,33.71,11922.75,11888.8,0,31,0,4,11882.5,2020-10-26 11:10:00+05:30,NIFTY 50_ema_adx_rsi_v1,11853.25,2020-10-27 13:10:00+05:30
601,SELL,2020-10-28 12:25:00+05:30,11844.55,11844.55,11786.65,11798.65,0,11842.16,11850.26,11847.92,11851.7,21.93,32.7,11861.45,11814.25,0,24,0,1,11786.65,2020-10-28 12:25:00+05:30,NIFTY 50_ema_adx_rsi_v1,11744.2,2020-10-30 10:00:00+05:30
602,SELL,2020-10-30 11:25:00+05:30,11652.85,11653.3,11620.5,11621.3,0,11679.56,11687.19,11698.76,11732.1,27.65,29.96,11748.15,11631.25,0,8,0,139,11620.5,2020-10-30 11:25:00+05:30,NIFTY 50_ema_adx_rsi_v1,11673.3,2020-11-02 14:15:00+05:30
603,BUY,2020-11-03 10:40:00+05:30,11793.9,11809.7,11787.85,11808.0,0,11766.69,11718.52,11683.81,11678.25,31.7,68.96,11801.45,11635.8,19,0,16,0,11809.7,2020-11-03 10:40:00+05:30,NIFTY 50_ema_adx_rsi_v1,11760.7,2020-11-04 13:15:00+05:30
604,BUY,2020-11-05 09:15:00+05:30,12062.4,12074.55,12046.15,12051.5,0,11906.53,11882.34,11855.96,11811.1,22.73,77.81,11929.2,11819.8,20,0,149,0,12074.55,2020-11-05 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,12625.8,2020-11-13 09:20:00+05:30
605,BUY,2020-11-17 09:15:00+05:30,12932.5,12932.5,12852.35,12873.1,0,12776.37,12739.52,12714.04,12676.75,29.07,75.93,12827.95,12711.95,34,0,501,0,12932.5,2020-11-17 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,12861.3,2020-11-19 14:10:00+05:30
606,SELL,2020-11-20 11:10:00+05:30,12782.0,12782.0,12747.2,12749.3,0,12797.16,12824.89,12849.9,12848.25,28.56,33.43,12843.8,12760.95,0,56,0,25,12747.2,2020-11-20 11:10:00+05:30,NIFTY 50_ema_adx_rsi_v1,12844.85,2020-11-20 13:45:00+05:30
607,BUY,2020-11-23 13:35:00+05:30,12928.2,12948.7,12927.35,12944.2,0,12911.16,12892.6,12874.98,12860.63,22.77,63.72,12934.75,12862.3,18,0,52,0,12948.7,2020-11-23 13:35:00+05:30,NIFTY 50_ema_adx_rsi_v1,12972.6,2020-11-25 11:15:00+05:30
608,SELL,2020-11-25 15:00:00+05:30,12888.7,12888.8,12855.2,12856.85,0,12917.59,12962.65,12985.88,12975.65,38.48,27.62,13030.9,12867.35,0,17,0,5,12855.2,2020-11-25 15:00:00+05:30,NIFTY 50_ema_adx_rsi_v1,12932.7,2020-11-26 14:10:00+05:30
609,BUY,2020-12-01 10:45:00+05:30,13069.45,13079.8,13069.45,13076.35,0,13029.12,13004.81,12984.5,12966.54,21.39,71.32,13071.85,12927.95,19,0,90,0,13079.8,2020-12-01 10:45:00+05:30,NIFTY 50_ema_adx_rsi_v1,13039.55,2020-12-02 13:00:00+05:30
610,BUY,2020-12-03 09:15:00+05:30,13215.3,13215.3,13159.7,13174.25,0,13087.01,13072.07,13067.35,13046.99,35.97,73.9,13124.2,12983.9,11,0,222,0,13215.3,2020-12-03 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,13414.7,2020-12-10 09:45:00+05:30
611,BUY,2020-12-10 14:45:00+05:30,13480.9,13497.0,13472.5,13497.0,0,13445.32,13441.73,13445.29,13424.82,20.51,71.61,13485.25,13406.95,5,0,501,0,13497.0,2020-12-10 14:45:00+05:30,NIFTY 50_ema_adx_rsi_v1,13460.8,2020-12-11 14:00:00+05:30
612,BUY,2020-12-15 13:05:00+05:30,13528.65,13540.85,13527.7,13535.2,0,13511.03,13505.95,13509.7,13504.45,25.12,66.56,13534.85,13477.1,5,0,2,0,13540.85,2020-12-15 13:05:00+05:30,NIFTY 50_ema_adx_rsi_v1,13663.15,2020-12-18 09:55:00+05:30
613,BUY,2020-12-18 14:05:00+05:30,13731.4,13746.4,13727.6,13744.65,0,13719.86,13714.13,13710.04,13684.46,21.04,68.56,13743.45,13686.35,9,0,239,0,13746.4,2020-12-18 14:05:00+05:30,NIFTY 50_ema_adx_rsi_v1,13688.85,2020-12-21 09:15:00+05:30
614,SELL,2020-12-21 13:50:00+05:30,13620.25,13625.2,13596.1,13599.55,0,13666.29,13698.71,13711.25,13701.9,46.92,23.79,13738.55,13604.1,0,22,0,2,13596.1,2020-12-21 13:50:00+05:30,NIFTY 50_ema_adx_rsi_v1,13512.4,2020-12-23 09:20:00+05:30
615,BUY,2020-12-24 09:15:00+05:30,13672.15,13686.6,13654.8,13685.1,0,13589.76,13558.24,13523.18,13518.5,24.0,82.85,13618.7,13538.3,99,0,38,0,13686.6,2020-12-24 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,13988.55,2021-01-04 11:00:00+05:30
616,BUY,2021-01-04 13:40:00+05:30,14089.95,14104.6,14089.95,14103.75,0,14077.89,14064.97,14051.11,14021.19,21.0,65.24,14100.9,14031.25,20,0,501,0,14104.6,2021-01-04 13:40:00+05:30,NIFTY 50_ema_adx_rsi_v1,14124.2,2021-01-06 13:45:00+05:30
617,BUY,2021-01-08 10:20:00+05:30,14254.75,14266.9,14253.85,14266.25,0,14227.65,14207.9,14195.91,14173.93,29.11,70.16,14260.7,14123.65,14,0,501,0,14266.9,2021-01-08 10:20:00+05:30,NIFTY 50_ema_adx_rsi_v1,14496.4,2021-01-13 13:45:00+05:30
