,signal,date,open,high,low,close,volume,ema20,ema50,ema100,ema200,adx,rsi,max_high,min_low,close_above_ema50_cnt,close_below_ema50_cnt,ema50_above_ema200_cnt,ema50_below_ema200_cnt,entry_price,from,symbol,exit_price,to
281,BUY,2017-09-11 11:20:00+05:30,9988.9,9995.65,9988.05,9994.95,0,9979.52,9965.94,9954.94,9945.01,26.81,68.25,9989.3,9972.0,26,0,176,0,9995.65,2017-09-11 11:20:00+05:30,NIFTY 50_ema_adx_rsi_v1,10073.75,2017-09-14 12:05:00+05:30
282,BUY,2017-09-18 09:15:00+05:30,10133.1,10156.95,10133.1,10153.5,0,10089.28,10077.5,10075.76,10073.97,23.32,75.93,10114.8,10052.55,21,0,6,0,10156.95,2017-09-18 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,10135.5,2017-09-20 13:25:00+05:30
283,SELL,2017-09-21 10:15:00+05:30,10089.8,10090.35,10072.05,10072.35,0,10124.19,10136.46,10141.52,10139.29,30.33,22.32,10158.9,10079.15,0,8,0,2,10072.05,2017-09-21 10:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,10128.5,2017-09-21 14:35:00+05:30
284,SELL,2017-09-22 09:30:00+05:30,10050.85,10050.85,10025.65,10029.9,0,10096.15,10104.51,10112.35,10120.78,32.76,17.39,10141.55,10047.6,0,4,0,68,10025.65,2017-09-22 09:30:00+05:30,NIFTY 50_ema_adx_rsi_v1,9806.6,2017-09-29 09:15:00+05:30
285,BUY,2017-09-29 12:05:00+05:30,9826.7,9831.3,9826.25,9830.4,0,9817.32,9799.2,9785.85,9797.55,26.05,68.06,9828.55,9804.15,43,0,2,0,9831.3,2017-09-29 12:05:00+05:30,NIFTY 50_ema_adx_rsi_v1,9802.65,2017-09-29 14:30:00+05:30
286,BUY,2017-10-03 11:05:00+05:30,9855.25,9863.3,9853.3,9862.4,0,9846.48,9835.91,9822.18,9815.29,24.49,62.76,9858.75,9831.15,23,0,65,0,9863.3,2017-10-03 11:05:00+05:30,NIFTY 50_ema_adx_rsi_v1,9890.1,2017-10-05 15:05:00+05:30
287,BUY,2017-10-06 09:45:00+05:30,9934.15,9945.75,9933.85,9944.05,0,9917.31,9911.64,9908.32,9894.84,29.71,69.47,9939.15,9881.95,7,0,274,0,9945.75,2017-10-06 09:45:00+05:30,NIFTY 50_ema_adx_rsi_v1,10016.3,2017-10-11 13:45:00+05:30
288,BUY,2017-10-12 14:15:00+05:30,10045.05,10052.55,10045.05,10049.5,0,10028.8,10024.63,10023.15,10016.75,21.54,70.77,10045.35,10007.25,10,0,53,0,10052.55,2017-10-12 14:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,10191.45,2017-10-18 09:25:00+05:30
289,BUY,2017-10-18 13:35:00+05:30,10217.6,10221.45,10216.9,10221.45,0,10206.64,10204.54,10208.01,10198.18,30.86,66.39,10218.4,10176.45,13,0,345,0,10221.45,2017-10-18 13:35:00+05:30,NIFTY 50_ema_adx_rsi_v1,10196.7,2017-10-19 18:30:00+05:30
290,SELL,2017-10-19 19:15:00+05:30,10139.15,10145.75,10125.65,10127.85,0,10186.1,10199.75,10205.29,10199.88,36.46,17.88,10227.65,10134.0,0,10,0,1,10125.65,2017-10-19 19:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,10209.2,2017-10-23 09:20:00+05:30
291,SELL,2017-10-23 12:05:00+05:30,10143.2,10143.2,10125.65,10133.9,0,10164.01,10175.96,10187.25,10191.15,20.85,28.48,10186.85,10141.7,0,30,0,38,10125.65,2017-10-23 12:05:00+05:30,NIFTY 50_ema_adx_rsi_v1,10180.55,2017-10-23 15:05:00+05:30
292,BUY,2017-10-25 11:30:00+05:30,10266.25,10272.65,10264.55,10268.95,0,10258.32,10243.56,10227.55,10212.55,24.34,61.71,10268.55,10241.25,28,0,91,0,10272.65,2017-10-25 11:30:00+05:30,NIFTY 50_ema_adx_rsi_v1,10344.3,2017-10-31 10:25:00+05:30
293,BUY,2017-11-01 09:20:00+05:30,10392.65,10408.85,10389.9,10408.35,0,10352.33,10349.72,10350.98,10345.38,25.17,80.0,10402.55,10328.4,2,0,440,0,10408.85,2017-11-01 09:20:00+05:30,NIFTY 50_ema_adx_rsi_v1,10411.2,2017-11-03 09:40:00+05:30
294,BUY,2017-11-06 12:50:00+05:30,10473.1,10477.95,10471.0,10475.65,0,10452.96,10447.2,10443.61,10434.75,22.08,80.68,10475.3,10438.8,16,0,501,0,10477.95,2017-11-06 12:50:00+05:30,NIFTY 50_ema_adx_rsi_v1,10432.4,2017-11-06 15:20:00+05:30
295,SELL,2017-11-07 13:15:00+05:30,10404.5,10404.5,10393.2,10393.9,0,10421.2,10431.23,10438.96,10438.96,20.07,31.16,10444.55,10400.25,0,8,0,23,10393.2,2017-11-07 13:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,10326.5,2017-11-10 13:45:00+05:30
296,SELL,2017-11-10 14:55:00+05:30,10271.75,10276.85,10254.25,10257.0,0,10292.07,10296.9,10301.62,10318.98,26.86,29.64,10333.8,10270.55,0,8,0,268,10254.25,2017-11-10 14:55:00+05:30,NIFTY 50_ema_adx_rsi_v1,10337.45,2017-11-10 15:10:00+05:30
297,SELL,2017-11-13 10:55:00+05:30,10282.15,10282.15,10274.35,10274.5,0,10289.22,10295.6,10299.82,10314.15,21.31,38.4,10334.0,10278.25,0,15,0,295,10274.35,2017-11-13 10:55:00+05:30,NIFTY 50_ema_adx_rsi_v1,10186.05,2017-11-16 11:35:00+05:30
298,BUY,2017-11-16 15:15:00+05:30,10208.9,10221.95,10208.4,10218.0,0,10203.09,10191.88,10181.56,10187.99,27.63,66.19,10214.55,10183.55,73,0,8,0,10221.95,2017-11-16 15:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,10327.05,2017-11-23 13:05:00+05:30
299,BUY,2017-11-24 09:15:00+05:30,10366.8,10377.6,10365.3,10376.7,0,10345.77,10343.61,10343.67,10336.45,23.99,72.53,10357.3,10322.1,6,0,386,0,10377.6,2017-11-24 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,10358.1,2017-11-27 09:15:00+05:30
300,SELL,2017-11-27 12:50:00+05:30,10345.6,10346.1,10341.5,10341.6,0,10352.48,10360.47,10365.35,10361.01,34.0,31.07,10361.25,10344.3,0,44,0,1,10341.5,2017-11-27 12:50:00+05:30,NIFTY 50_ema_adx_rsi_v1,10364.95,2017-11-27 13:50:00+05:30
301,BUY,2017-11-27 14:35:00+05:30,10376.85,10386.35,10376.85,10383.45,0,10366.45,10362.73,10364.55,10361.25,38.01,77.21,10378.6,10340.4,12,0,3,0,10386.35,2017-11-27 14:35:00+05:30,NIFTY 50_ema_adx_rsi_v1,10370.5,2017-11-28 14:05:00+05:30
302,SELL,2017-11-29 15:20:00+05:30,10363.85,10364.1,10347.4,10348.25,0,10366.92,10372.83,10375.81,10375.14,21.5,31.46,10387.9,10356.75,0,19,0,7,10347.4,2017-11-29 15:20:00+05:30,NIFTY 50_ema_adx_rsi_v1,10110.55,2017-12-07 10:35:00+05:30
303,BUY,2017-12-07 14:15:00+05:30,10128.75,10143.1,10127.8,10140.45,0,10122.89,10112.33,10103.12,10108.75,28.43,74.24,10134.6,10106.95,61,0,6,0,10143.1,2017-12-07 14:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,10257.9,2017-12-12 13:55:00+05:30
304,SELL,2017-12-13 14:40:00+05:30,10210.85,10211.1,10193.8,10193.95,0,10237.56,10254.1,10259.68,10257.27,41.76,23.96,10292.9,10198.25,0,11,0,2,10193.8,2017-12-13 14:40:00+05:30,NIFTY 50_ema_adx_rsi_v1,10233.05,2017-12-14 15:00:00+05:30
305,BUY,2017-12-15 09:40:00+05:30,10356.7,10365.1,10354.95,10364.65,0,10280.55,10234.79,10222.73,10227.48,51.4,82.18,10361.15,10186.3,24,0,2,0,10365.1,2017-12-15 09:40:00+05:30,NIFTY 50_ema_adx_rsi_v1,10127.25,2017-12-18 09:15:00+05:30
306,BUY,2017-12-18 12:40:00+05:30,10431.7,10440.05,10431.6,10438.45,0,10417.97,10389.35,10357.79,10320.08,20.38,65.92,10433.9,10396.1,35,0,113,0,10440.05,2017-12-18 12:40:00+05:30,NIFTY 50_ema_adx_rsi_v1,10435.3,2017-12-21 12:30:00+05:30
307,BUY,2017-12-22 10:45:00+05:30,10480.6,10487.9,10480.35,10487.7,0,10469.28,10459.56,10455.71,10444.97,23.4,73.8,10483.3,10428.25,19,0,390,0,10487.9,2017-12-22 10:45:00+05:30,NIFTY 50_ema_adx_rsi_v1,10500.4,2017-12-27 14:40:00+05:30
308,BUY,2017-12-28 14:35:00+05:30,10519.95,10529.8,10519.45,10527.25,0,10510.03,10505.7,10507.05,10503.64,20.95,69.09,10525.8,10489.0,10,0,6,0,10529.8,2017-12-28 14:35:00+05:30,NIFTY 50_ema_adx_rsi_v1,10495.45,2017-12-28 15:00:00+05:30
309,SELL,2017-12-28 15:20:00+05:30,10469.2,10470.2,10466.1,10466.6,0,10498.69,10502.33,10505.2,10503.02,27.47,29.39,10534.45,10467.65,0,5,0,1,10466.1,2017-12-28 15:20:00+05:30,NIFTY 50_ema_adx_rsi_v1,10510.25,2017-12-29 09:20:00+05:30
310,SELL,2018-01-01 15:00:00+05:30,10465.05,10465.05,10438.4,10439.15,0,10506.02,10515.2,10517.76,10515.48,31.98,12.2,10531.65,10464.2,0,4,0,1,10438.4,2018-01-01 15:00:00+05:30,NIFTY 50_ema_adx_rsi_v1,10483.0,2018-01-03 09:45:00+05:30
311,SELL,2018-01-03 14:30:00+05:30,10451.25,10453.15,10442.1,10442.35,0,10465.19,10468.66,10468.15,10473.89,20.16,24.4,10476.6,10444.35,0,5,0,145,10442.1,2018-01-03 14:30:00+05:30,NIFTY 50_ema_adx_rsi_v1,10469.1,2018-01-04 12:00:00+05:30
312,BUY,2018-01-04 13:50:00+05:30,10488.85,10496.4,10487.95,10491.65,0,10476.18,10469.39,10466.31,10468.81,21.77,73.14,10490.85,10464.5,32,0,1,0,10496.4,2018-01-04 13:50:00+05:30,NIFTY 50_ema_adx_rsi_v1,10599.8,2018-01-10 11:35:00+05:30
313,BUY,2018-01-11 12:25:00+05:30,10642.75,10645.3,10642.4,10644.15,0,10634.01,10628.74,10625.27,10615.97,20.36,69.84,10643.35,10624.75,22,0,359,0,10645.3,2018-01-11 12:25:00+05:30,NIFTY 50_ema_adx_rsi_v1,10624.7,2018-01-12 12:30:00+05:30
314,BUY,2018-01-12 15:00:00+05:30,10672.2,10684.35,10672.2,10678.95,0,10662.22,10658.3,10655.25,10644.64,22.68,64.03,10677.65,10630.15,11,0,465,0,10684.35,2018-01-12 15:00:00+05:30,NIFTY 50_ema_adx_rsi_v1,10714.0,2018-01-16 13:00:00+05:30
315,BUY,2018-01-17 15:05:00+05:30,10778.45,10789.15,10777.9,10787.7,0,10761.9,10749.77,10740.58,10728.55,21.77,76.22,10778.7,10742.25,64,0,501,0,10789.15,2018-01-17 15:05:00+05:30,NIFTY 50_ema_adx_rsi_v1,10794.9,2018-01-18 14:50:00+05:30
316,BUY,2018-01-19 15:00:00+05:30,10869.8,10884.3,10869.15,10882.85,0,10850.82,10843.24,10838.26,10819.04,23.33,74.87,10876.9,10818.0,8,0,501,0,10884.3,2018-01-19 15:00:00+05:30,NIFTY 50_ema_adx_rsi_v1,11033.4,2018-01-25 13:10:00+05:30
317,BUY,2018-01-29 09:15:00+05:30,11079.35,11123.3,11078.8,11120.7,0,11061.73,11057.21,11059.72,11045.28,25.76,72.04,11085.35,11028.4,7,0,501,0,11123.3,2018-01-29 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,11091.55,2018-01-30 09:15:00+05:30
318,SELL,2018-01-30 12:10:00+05:30,11050.0,11051.7,11040.6,11040.85,0,11057.65,11077.12,11091.7,11086.57,34.58,27.75,11068.65,11046.65,0,51,0,13,11040.6,2018-01-30 12:10:00+05:30,NIFTY 50_ema_adx_rsi_v1,11068.1,2018-02-01 09:15:00+05:30
319,SELL,2018-02-01 12:40:00+05:30,11008.6,11010.45,10912.3,10933.2,0,11032.37,11044.3,11043.95,11049.42,37.52,20.86,11103.3,10990.35,0,7,0,3,10912.3,2018-02-01 12:40:00+05:30,NIFTY 50_ema_adx_rsi_v1,11053.8,2018-02-01 13:10:00+05:30
320,SELL,2018-02-02 09:15:00+05:30,10938.2,10954.8,10919.4,10953.2,0,11026.51,11038.0,11041.1,11046.43,28.79,27.04,11095.5,11004.25,0,15,0,12,10919.4,2018-02-02 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,10551.2,2018-02-08 09:30:00+05:30
321,BUY,2018-02-08 13:20:00+05:30,10602.95,10623.5,10602.8,10619.55,0,10601.42,10582.33,10558.81,10565.72,23.43,62.73,10612.55,10587.15,48,0,20,0,10623.5,2018-02-08 13:20:00+05:30,NIFTY 50_ema_adx_rsi_v1,10559.6,2018-02-08 14:20:00+05:30
322,SELL,2018-02-09 11:05:00+05:30,10421.3,10421.65,10403.1,10408.5,0,10442.41,10490.62,10518.07,10541.69,40.85,29.29,10453.9,10410.3,0,38,0,21,10403.1,2018-02-09 11:05:00+05:30,NIFTY 50_ema_adx_rsi_v1,10529.85,2018-02-12 09:15:00+05:30
323,BUY,2018-02-14 09:15:00+05:30,10585.75,10588.8,10562.65,10565.25,0,10537.47,10525.31,10513.36,10513.48,24.15,68.41,10555.3,10503.7,23,0,21,0,10588.8,2018-02-14 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,10527.65,2018-02-14 14:45:00+05:30
324,BUY,2018-02-15 09:55:00+05:30,10572.35,10573.2,10564.85,10572.25,0,10541.8,10541.55,10538.0,10531.16,21.96,61.2,10572.05,10457.7,9,0,104,0,10573.2,2018-02-15 09:55:00+05:30,NIFTY 50_ema_adx_rsi_v1,10543.0,2018-02-15 13:35:00+05:30
325,SELL,2018-02-16 13:45:00+05:30,10484.25,10484.25,10467.2,10472.4,0,10506.06,10522.91,10536.29,10540.53,21.89,26.55,10524.8,10480.35,0,43,0,24,10467.2,2018-02-16 13:45:00+05:30,NIFTY 50_ema_adx_rsi_v1,10403.15,2018-02-21 15:05:00+05:30
326,BUY,2018-02-23 10:20:00+05:30,10411.95,10434.05,10411.9,10433.35,0,10407.12,10388.99,10380.0,10383.45,34.65,68.88,10427.45,10351.9,21,0,6,0,10434.05,2018-02-23 10:20:00+05:30,NIFTY 50_ema_adx_rsi_v1,10477.55,2018-02-28 09:15:00+05:30
327,SELL,2018-03-01 15:00:00+05:30,10479.95,10482.1,10459.25,10460.2,0,10486.4,10489.9,10494.57,10501.39,20.27,29.02,10514.2,10475.15,0,7,0,131,10459.25,2018-03-01 15:00:00+05:30,NIFTY 50_ema_adx_rsi_v1,10422.4,2018-03-06 09:15:00+05:30
328,SELL,2018-03-06 14:35:00+05:30,10360.3,10363.6,10339.35,10341.45,0,10375.42,10384.96,10389.66,10408.93,25.41,27.26,10406.85,10343.75,0,7,0,276,10339.35,2018-03-06 14:35:00+05:30,NIFTY 50_ema_adx_rsi_v1,10259.9,2018-03-08 14:35:00+05:30
329,BUY,2018-03-12 09:50:00+05:30,10324.2,10333.35,10323.4,10331.4,0,10285.43,10273.96,10262.81,10260.58,34.37,69.44,10328.35,10212.05,8,0,62,0,10333.35,2018-03-12 09:50:00+05:30,NIFTY 50_ema_adx_rsi_v1,10375.05,2018-03-14 09:30:00+05:30
330,BUY,2018-03-14 15:05:00+05:30,10398.45,10415.4,10398.45,10412.5,0,10384.4,10378.94,10383.71,10375.09,22.97,69.8,10408.7,10358.05,8,0,5,0,10415.4,2018-03-14 15:05:00+05:30,NIFTY 50_ema_adx_rsi_v1,10378.4,2018-03-15 11:25:00+05:30
331,SELL,2018-03-15 15:20:00+05:30,10358.15,10358.45,10350.65,10350.65,0,10374.09,10382.12,10385.77,10382.36,32.97,29.81,10402.75,10353.7,0,20,0,1,10350.65,2018-03-15 15:20:00+05:30,NIFTY 50_ema_adx_rsi_v1,10194.45,2018-03-21 09:15:00+05:30
332,SELL,2018-03-21 14:10:00+05:30,10162.9,10163.2,10150.05,10155.4,0,10175.34,10179.43,10172.36,10179.56,32.17,32.99,10194.55,10156.85,0,6,0,1,10150.05,2018-03-21 14:10:00+05:30,NIFTY 50_ema_adx_rsi_v1,10176.45,2018-03-22 09:20:00+05:30
333,SELL,2018-03-22 11:45:00+05:30,10158.45,10158.95,10149.65,10150.85,0,10170.6,10173.75,10172.26,10176.65,26.75,32.83,10198.0,10153.65,0,12,0,7,10149.65,2018-03-22 11:45:00+05:30,NIFTY 50_ema_adx_rsi_v1,10050.15,2018-03-26 13:35:00+05:30
334,BUY,2018-03-26 15:05:00+05:30,10119.9,10134.9,10118.0,10134.9,0,10085.32,10049.28,10033.17,10048.33,52.12,81.62,10122.0,10010.5,41,0,1,0,10134.9,2018-03-26 15:05:00+05:30,NIFTY 50_ema_adx_rsi_v1,10114.2,2018-03-28 10:10:00+05:30
335,BUY,2018-04-02 13:35:00+05:30,10186.35,10194.15,10185.85,10190.15,0,10172.48,10162.07,10153.44,10140.15,24.87,70.48,10187.7,10152.3,43,0,208,0,10194.15,2018-04-02 13:35:00+05:30,NIFTY 50_ema_adx_rsi_v1,10202.35,2018-04-04 13:15:00+05:30
336,BUY,2018-04-05 10:10:00+05:30,10256.65,10266.95,10256.65,10266.85,0,10219.1,10203.77,10206.1,10198.95,44.83,72.98,10263.95,10111.55,12,0,3,0,10266.95,2018-04-05 10:10:00+05:30,NIFTY 50_ema_adx_rsi_v1,10369.95,2018-04-11 09:45:00+05:30
337,BUY,2018-04-11 13:30:00+05:30,10403.95,10413.4,10400.4,10412.9,0,10393.55,10390.17,10389.81,10377.08,22.18,68.83,10410.05,10378.1,10,0,343,0,10413.4,2018-04-11 13:30:00+05:30,NIFTY 50_ema_adx_rsi_v1,10441.9,2018-04-16 09:15:00+05:30
338,BUY,2018-04-16 13:30:00+05:30,10488.05,10499.3,10486.0,10499.1,0,10479.12,10474.33,10472.88,10460.81,24.35,68.89,10492.45,10458.25,10,0,501,0,10499.3,2018-04-16 13:30:00+05:30,NIFTY 50_ema_adx_rsi_v1,10532.35,2018-04-18 14:55:00+05:30
339,BUY,2018-04-23 10:30:00+05:30,10592.3,10615.6,10592.3,10615.5,0,10578.09,10564.45,10558.06,10551.95,22.8,79.82,10596.1,10551.65,23,0,28,0,10615.6,2018-04-23 10:30:00+05:30,NIFTY 50_ema_adx_rsi_v1,10578.65,2018-04-24 12:35:00+05:30
340,BUY,2018-04-24 14:25:00+05:30,10613.3,10623.2,10613.1,10623.1,0,10605.53,10601.22,10598.11,10587.97,21.6,68.12,10619.05,10570.45,13,0,150,0,10623.2,2018-04-24 14:25:00+05:30,NIFTY 50_ema_adx_rsi_v1,10583.2,2018-04-25 09:50:00+05:30
341,SELL,2018-04-25 14:35:00+05:30,10548.35,10550.95,10536.75,10539.2,0,10568.54,10581.19,10588.21,10588.22,38.1,24.84,10610.55,10542.1,0,13,0,7,10536.75,2018-04-25 14:35:00+05:30,NIFTY 50_ema_adx_rsi_v1,10588.2,2018-04-26 09:20:00+05:30
342,BUY,2018-04-27 09:15:00+05:30,10651.65,10677.15,10651.65,10675.5,0,10604.63,10589.8,10585.52,10585.01,27.89,82.0,10628.2,10567.2,11,0,4,0,10677.15,2018-04-27 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,10715.55,2018-05-02 14:25:00+05:30
343,SELL,2018-05-03 10:20:00+05:30,10669.35,10670.75,10662.8,10666.8,0,10693.74,10713.59,10722.84,10713.75,48.6,30.73,10727.7,10668.35,0,31,0,1,10662.8,2018-05-03 10:20:00+05:30,NIFTY 50_ema_adx_rsi_v1,10705.65,2018-05-03 13:25:00+05:30
344,SELL,2018-05-03 15:20:00+05:30,10676.05,10677.05,10670.3,10670.3,0,10687.0,10687.07,10693.95,10698.37,25.25,37.59,10708.05,10673.85,0,5,0,61,10670.3,2018-05-03 15:20:00+05:30,NIFTY 50_ema_adx_rsi_v1,10659.35,2018-05-07 11:10:00+05:30
345,BUY,2018-05-07 14:00:00+05:30,10682.45,10690.7,10682.45,10690.35,0,10677.01,10665.25,10658.04,10662.29,39.01,75.02,10687.15,10663.65,58,0,5,0,10690.7,2018-05-07 14:00:00+05:30,NIFTY 50_ema_adx_rsi_v1,10728.3,2018-05-10 12:35:00+05:30
346,BUY,2018-05-11 14:50:00+05:30,10782.35,10795.35,10782.35,10793.35,0,10769.2,10759.61,10752.18,10742.28,22.91,81.32,10783.85,10742.15,20,0,315,0,10795.35,2018-05-11 14:50:00+05:30,NIFTY 50_ema_adx_rsi_v1,10811.75,2018-05-15 14:10:00+05:30
347,SELL,2018-05-16 09:40:00+05:30,10725.05,10731.3,10716.15,10716.2,0,10777.66,10811.69,10823.29,10812.29,44.18,22.38,10822.5,10720.7,0,37,0,1,10716.15,2018-05-16 09:40:00+05:30,NIFTY 50_ema_adx_rsi_v1,10507.75,2018-05-24 13:20:00+05:30
348,BUY,2018-05-25 13:10:00+05:30,10576.4,10584.65,10576.4,10581.15,0,10568.67,10555.44,10534.89,10525.35,20.64,67.59,10577.2,10556.5,58,0,41,0,10584.65,2018-05-25 13:10:00+05:30,NIFTY 50_ema_adx_rsi_v1,10643.5,2018-05-29 13:55:00+05:30
349,BUY,2018-05-31 11:55:00+05:30,10648.2,10659.15,10648.05,10657.65,0,10646.03,10634.94,10628.88,10626.73,27.28,64.05,10654.85,10620.7,38,0,15,0,10659.15,2018-05-31 11:55:00+05:30,NIFTY 50_ema_adx_rsi_v1,10673.6,2018-06-04 09:40:00+05:30
350,SELL,2018-06-04 14:05:00+05:30,10656.8,10660.2,10641.35,10643.75,0,10666.87,10679.17,10687.18,10683.21,26.24,32.19,10704.95,10645.85,0,15,0,6,10641.35,2018-06-04 14:05:00+05:30,NIFTY 50_ema_adx_rsi_v1,10629.9,2018-06-06 10:00:00+05:30
351,BUY,2018-06-06 13:50:00+05:30,10661.7,10666.35,10661.45,10665.75,0,10656.47,10644.18,10633.75,10636.3,23.34,64.41,10665.05,10642.0,59,0,16,0,10666.35,2018-06-06 13:50:00+05:30,NIFTY 50_ema_adx_rsi_v1,10634.85,2018-06-06 14:35:00+05:30
352,BUY,2018-06-06 14:55:00+05:30,10671.65,10694.65,10670.9,10690.15,0,10660.66,10651.36,10640.19,10639.42,23.69,66.78,10674.65,10617.55,3,0,29,0,10694.65,2018-06-06 14:55:00+05:30,NIFTY 50_ema_adx_rsi_v1,10716.25,2018-06-08 12:10:00+05:30
353,BUY,2018-06-08 15:00:00+05:30,10761.85,10776.95,10761.3,10776.95,0,10747.46,10741.01,10740.55,10726.33,25.65,70.96,10767.25,10723.8,13,0,180,0,10776.95,2018-06-08 15:00:00+05:30,NIFTY 50_ema_adx_rsi_v1,10828.55,2018-06-14 09:15:00+05:30
354,SELL,2018-06-14 12:05:00+05:30,10781.55,10781.6,10774.05,10775.95,0,10790.88,10811.96,10828.51,10828.26,59.31,24.95,10799.35,10780.65,0,46,0,18,10774.05,2018-06-14 12:05:00+05:30,NIFTY 50_ema_adx_rsi_v1,10819.05,2018-06-15 09:30:00+05:30
355,SELL,2018-06-15 12:30:00+05:30,10798.0,10799.1,10791.95,10795.2,0,10810.32,10812.22,10814.24,10817.7,21.47,30.51,10833.9,10795.35,0,7,0,98,10791.95,2018-06-15 12:30:00+05:30,NIFTY 50_ema_adx_rsi_v1,10812.5,2018-06-15 15:00:00+05:30
356,SELL,2018-06-19 09:15:00+05:30,10789.45,10789.45,10761.0,10761.75,0,10803.81,10808.02,10808.1,10809.75,22.95,23.01,10828.1,10792.4,0,7,0,2,10761.0,2018-06-19 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,10762.1,2018-06-20 11:05:00+05:30
357,BUY,2018-06-21 13:10:00+05:30,10772.9,10780.25,10772.4,10779.4,0,10764.55,10764.28,10762.47,10764.27,20.26,65.74,10777.0,10747.85,7,0,1,0,10780.25,2018-06-21 13:10:00+05:30,NIFTY 50_ema_adx_rsi_v1,10762.5,2018-06-21 14:20:00+05:30
358,SELL,2018-06-21 14:45:00+05:30,10739.45,10739.75,10728.0,10729.6,0,10758.16,10762.64,10762.49,10764.08,26.65,25.94,10782.65,10732.1,0,7,0,2,10728.0,2018-06-21 14:45:00+05:30,NIFTY 50_ema_adx_rsi_v1,10754.0,2018-06-22 12:45:00+05:30
359,BUY,2018-06-22 14:40:00+05:30,10783.05,10788.7,10781.05,10788.5,0,10764.78,10755.29,10752.26,10754.72,29.29,75.11,10782.5,10752.0,34,0,1,0,10788.7,2018-06-22 14:40:00+05:30,NIFTY 50_ema_adx_rsi_v1,10773.25,2018-06-25 14:35:00+05:30
360,SELL,2018-06-27 11:45:00+05:30,10734.95,10734.95,10726.8,10728.65,0,10749.18,10761.11,10769.16,10772.92,24.37,29.4,10780.6,10731.5,0,19,0,31,10726.8,2018-06-27 11:45:00+05:30,NIFTY 50_ema_adx_rsi_v1,10672.35,2018-06-29 11:30:00+05:30
361,BUY,2018-06-29 15:00:00+05:30,10691.0,10712.5,10691.0,10709.0,0,10693.77,10680.89,10669.57,10677.41,23.3,65.24,10708.95,10680.6,70,0,7,0,10712.5,2018-06-29 15:00:00+05:30,NIFTY 50_ema_adx_rsi_v1,10676.55,2018-07-02 09:20:00+05:30
362,SELL,2018-07-02 10:30:00+05:30,10650.15,10651.65,10639.3,10645.25,0,10666.76,10674.59,10670.55,10676.72,21.34,30.34,10735.65,10645.5,0,15,0,3,10639.3,2018-07-02 10:30:00+05:30,NIFTY 50_ema_adx_rsi_v1,10663.55,2018-07-02 14:15:00+05:30
363,BUY,2018-07-03 12:35:00+05:30,10702.75,10711.6,10702.55,10710.6,0,10693.88,10680.42,10669.96,10668.18,22.02,67.3,10710.05,10670.85,39,0,18,0,10711.6,2018-07-03 12:35:00+05:30,NIFTY 50_ema_adx_rsi_v1,10997.5,2018-07-16 09:20:00+05:30
364,SELL,2018-07-16 14:30:00+05:30,10964.05,10965.45,10955.45,10955.8,0,10972.84,10982.59,10993.81,10995.19,23.85,24.54,10999.4,10956.35,0,67,0,38,10955.45,2018-07-16 14:30:00+05:30,NIFTY 50_ema_adx_rsi_v1,10981.5,2018-07-17 13:35:00+05:30
365,BUY,2018-07-18 09:15:00+05:30,11060.2,11075.4,11058.2,11063.6,0,11007.05,10990.4,10983.68,10984.34,41.1,81.44,11017.65,10980.0,33,0,7,0,11075.4,2018-07-18 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v1,11000.7,2018-07-18 12:15:00+05:30
366,SELL,2018-07-19 13:30:00+05:30,10956.3,10956.3,10948.65,10950.35,0,10970.46,10976.36,10983.32,10988.42,21.53,34.37,10991.15,10950.9,0,8,0,59,10948.65,2018-07-19 13:30:00+05:30,NIFTY 50_ema_adx_rsi_v1,10984.25,2018-07-20 09:40:00+05:30
367,BUY,2018-07-20 12:05:00+05:30,11013.4,11017.95,11013.3,11015.2,0,11005.01,10992.61,10986.48,10986.59,20.92,64.17,11014.45,10994.0,37,0,11,0,11017.95,2018-07-20 12:05:00+05:30,NIFTY 50_ema_adx_rsi_v1,10987.45,2018-07-20 13:20:00+05:30
368,BUY,2018-07-20 14:25:00+05:30,11006.15,11015.8,11003.0,11014.55,0,11001.58,10999.01,10993.43,10990.6,22.25,60.47,11013.25,10980.1,3,0,39,0,11015.8,2018-07-20 14:25:00+05:30,NIFTY 50_ema_adx_rsi_v1,11131.85,2018-07-26 14:20:00+05:30
