,signal,date,open,high,low,close,volume,ema20,ema50,ema100,ema200,adx,rsi,max_high,min_low,entry_price,from,symbol,exit_price,to
275,BUY,2017-04-21 09:15:00+05:30,9179.1,9183.2,9168.15,9168.15,0,9131.77,9126.48,9123.6,9128.98,23.18,77.39,9143.45,9112.25,9183.2,2017-04-21 09:15:00+05:30,NIFTY 50_v1_v2,9124.4,2017-04-21 12:50:00+05:30
276,SELL,2017-04-21 13:10:00+05:30,9118.95,9119.55,9104.9,9105.45,0,9136.17,9141.89,9138.22,9136.48,42.47,20.16,9159.7,9109.85,9104.9,2017-04-21 13:10:00+05:30,NIFTY 50_v1_v2,9149.55,2017-04-24 09:15:00+05:30
277,BUY,2017-04-24 10:00:00+05:30,9157.9,9167.1,9157.9,9161.1,0,9140.86,9133.17,9132.17,9132.83,28.91,69.43,9159.9,9108.05,9167.1,2017-04-24 10:00:00+05:30,NIFTY 50_v1_v2,9313.7,2017-04-28 09:15:00+05:30
278,SELL,2017-04-28 10:15:00+05:30,9298.0,9298.6,9290.35,9296.2,0,9317.31,9331.87,9335.6,9318.88,44.28,25.19,9365.35,9297.9,9290.35,2017-04-28 10:15:00+05:30,NIFTY 50_v1_v2,9312.4,2017-04-28 13:35:00+05:30
279,BUY,2017-05-02 09:45:00+05:30,9340.8,9350.35,9338.75,9350.35,0,9322.53,9313.68,9315.24,9312.68,33.99,77.88,9344.45,9297.45,9350.35,2017-05-02 09:45:00+05:30,NIFTY 50_v1_v2,9291.5,2017-05-02 10:45:00+05:30
280,SELL,2017-05-02 11:15:00+05:30,9289.8,9289.8,9270.0,9280.8,0,9311.79,9315.12,9316.33,9313.9,38.17,27.59,9352.55,9286.2,9270.0,2017-05-02 11:15:00+05:30,NIFTY 50_v1_v2,9318.3,2017-05-02 13:15:00+05:30
281,BUY,2017-05-04 13:30:00+05:30,9343.8,9346.95,9342.0,9346.7,0,9339.22,9336.87,9331.53,9324.92,20.37,62.17,9343.95,9323.45,9346.95,2017-05-04 13:30:00+05:30,NIFTY 50_v1_v2,9327.25,2017-05-05 09:15:00+05:30
282,SELL,2017-05-05 11:50:00+05:30,9314.95,9315.4,9296.45,9298.1,0,9319.75,9328.19,9331.37,9328.61,37.67,27.01,9328.0,9313.2,9296.45,2017-05-05 11:50:00+05:30,NIFTY 50_v1_v2,9317.2,2017-05-08 09:45:00+05:30
283,BUY,2017-05-08 11:05:00+05:30,9329.25,9335.9,9329.0,9334.05,0,9319.38,9310.57,9311.76,9315.92,29.17,69.41,9331.95,9298.25,9335.9,2017-05-08 11:05:00+05:30,NIFTY 50_v1_v2,9316.2,2017-05-08 12:00:00+05:30
284,BUY,2017-05-10 09:15:00+05:30,9339.65,9352.9,9336.65,9352.2,0,9323.67,9323.55,9322.13,9320.62,23.45,72.59,9333.8,9309.2,9352.9,2017-05-10 09:15:00+05:30,NIFTY 50_v1_v2,9397.5,2017-05-12 09:40:00+05:30
285,SELL,2017-05-12 12:40:00+05:30,9389.95,9391.05,9386.05,9386.7,0,9395.89,9404.6,9409.47,9399.21,29.28,36.75,9408.3,9386.95,9386.05,2017-05-12 12:40:00+05:30,NIFTY 50_v1_v2,9398.55,2017-05-12 13:50:00+05:30
286,SELL,2017-05-12 14:45:00+05:30,9381.6,9382.4,9372.6,9378.4,0,9388.59,9394.5,9401.31,9396.9,21.5,38.81,9399.8,9380.4,9372.6,2017-05-12 14:45:00+05:30,NIFTY 50_v1_v2,9398.45,2017-05-12 15:05:00+05:30
287,BUY,2017-05-15 09:15:00+05:30,9433.55,9435.45,9426.9,9433.65,0,9398.09,9396.99,9401.45,9397.32,20.19,75.23,9408.55,9372.6,9435.45,2017-05-15 09:15:00+05:30,NIFTY 50_v1_v2,9480.05,2017-05-18 09:15:00+05:30
288,SELL,2017-05-18 10:45:00+05:30,9456.85,9457.7,9451.25,9451.25,0,9472.42,9489.83,9493.97,9482.61,48.46,22.87,9526.8,9451.9,9451.25,2017-05-18 10:45:00+05:30,NIFTY 50_v1_v2,9487.15,2017-05-19 09:15:00+05:30
289,SELL,2017-05-19 11:25:00+05:30,9456.2,9456.6,9441.3,9442.95,0,9472.05,9471.61,9473.55,9474.15,28.77,29.67,9505.35,9450.0,9441.3,2017-05-19 11:25:00+05:30,NIFTY 50_v1_v2,9482.25,2017-05-22 09:15:00+05:30
290,SELL,2017-05-23 09:20:00+05:30,9428.3,9428.55,9411.75,9418.15,0,9438.03,9443.13,9445.87,9451.23,21.79,30.85,9459.95,9427.95,9411.75,2017-05-23 09:20:00+05:30,NIFTY 50_v1_v2,9434.95,2017-05-23 13:50:00+05:30
291,SELL,2017-05-23 14:35:00+05:30,9409.15,9409.95,9395.65,9395.65,0,9412.72,9410.13,9415.87,9428.35,27.8,37.39,9436.05,9398.25,9395.65,2017-05-23 14:35:00+05:30,NIFTY 50_v1_v2,9423.15,2017-05-24 10:45:00+05:30
292,SELL,2017-05-24 14:40:00+05:30,9358.3,9360.45,9345.5,9345.5,0,9367.28,9382.25,9393.93,9408.59,20.85,34.79,9398.85,9352.1,9345.5,2017-05-24 14:40:00+05:30,NIFTY 50_v1_v2,9407.95,2017-05-25 09:40:00+05:30
293,BUY,2017-05-25 13:10:00+05:30,9421.1,9429.4,9421.1,9424.9,0,9415.43,9408.25,9403.16,9407.07,23.87,61.79,9423.5,9407.1,9429.4,2017-05-25 13:10:00+05:30,NIFTY 50_v1_v2,9611.45,2017-06-01 12:20:00+05:30
294,BUY,2017-06-05 11:20:00+05:30,9674.35,9678.65,9673.2,9677.75,0,9668.14,9661.25,9653.06,9640.27,20.0,67.92,9677.6,9652.1,9678.65,2017-06-05 11:20:00+05:30,NIFTY 50_v1_v2,9655.0,2017-06-06 09:40:00+05:30
295,SELL,2017-06-06 13:00:00+05:30,9642.25,9642.45,9634.75,9636.8,0,9653.59,9661.92,9664.4,9657.76,22.03,27.03,9668.7,9638.55,9634.75,2017-06-06 13:00:00+05:30,NIFTY 50_v1_v2,9660.0,2017-06-07 09:15:00+05:30
296,BUY,2017-06-07 10:10:00+05:30,9668.8,9675.9,9668.8,9675.75,0,9657.73,9654.0,9656.45,9654.92,26.24,70.73,9669.15,9630.5,9675.9,2017-06-07 10:10:00+05:30,NIFTY 50_v1_v2,9652.7,2017-06-07 12:20:00+05:30
297,BUY,2017-06-08 09:15:00+05:30,9682.4,9688.25,9672.45,9676.05,0,9655.42,9652.85,9654.46,9654.81,30.5,68.26,9669.45,9631.0,9688.25,2017-06-08 09:15:00+05:30,NIFTY 50_v1_v2,9651.6,2017-06-08 09:35:00+05:30
298,SELL,2017-06-09 09:15:00+05:30,9638.55,9638.55,9623.0,9634.65,0,9649.9,9653.5,9654.68,9655.06,21.0,30.94,9668.15,9641.95,9623.0,2017-06-09 09:15:00+05:30,NIFTY 50_v1_v2,9647.0,2017-06-09 14:15:00+05:30
299,BUY,2017-06-09 15:00:00+05:30,9654.85,9673.2,9654.4,9673.2,0,9647.53,9641.15,9641.48,9645.24,22.71,79.39,9655.8,9628.0,9673.2,2017-06-09 15:00:00+05:30,NIFTY 50_v1_v2,9632.95,2017-06-12 09:15:00+05:30
300,SELL,2017-06-12 09:50:00+05:30,9628.75,9630.15,9618.85,9619.7,0,9641.71,9641.87,9642.08,9645.18,29.18,30.51,9676.0,9623.3,9618.85,2017-06-12 09:50:00+05:30,NIFTY 50_v1_v2,9635.1,2017-06-13 09:20:00+05:30
301,SELL,2017-06-13 15:15:00+05:30,9613.85,9614.9,9607.9,9607.9,0,9623.64,9630.54,9631.58,9633.61,31.78,32.38,9653.65,9608.8,9607.9,2017-06-13 15:15:00+05:30,NIFTY 50_v1_v2,9621.6,2017-06-14 14:30:00+05:30
302,SELL,2017-06-15 09:30:00+05:30,9603.1,9603.6,9589.6,9593.05,0,9610.57,9608.99,9610.72,9617.22,28.1,31.22,9622.8,9599.2,9589.6,2017-06-15 09:30:00+05:30,NIFTY 50_v1_v2,9603.9,2017-06-16 09:15:00+05:30
303,SELL,2017-06-16 11:00:00+05:30,9591.25,9591.8,9582.3,9583.05,0,9597.28,9593.64,9595.04,9602.1,29.5,36.32,9615.4,9588.7,9582.3,2017-06-16 11:00:00+05:30,NIFTY 50_v1_v2,9622.9,2017-06-19 09:15:00+05:30
304,BUY,2017-06-19 13:40:00+05:30,9629.2,9641.6,9628.75,9641.25,0,9627.81,9622.23,9613.94,9608.56,20.66,74.38,9630.55,9621.4,9641.6,2017-06-19 13:40:00+05:30,NIFTY 50_v1_v2,9632.1,2017-06-21 09:15:00+05:30
305,BUY,2017-06-22 09:15:00+05:30,9642.65,9668.7,9642.65,9661.75,0,9634.66,9629.75,9631.6,9631.93,24.98,76.09,9646.7,9609.25,9668.7,2017-06-22 09:15:00+05:30,NIFTY 50_v1_v2,9653.3,2017-06-22 14:30:00+05:30
306,SELL,2017-06-23 09:20:00+05:30,9628.05,9628.05,9614.95,9614.95,0,9644.51,9658.64,9658.74,9651.72,41.74,24.92,9682.35,9618.15,9614.95,2017-06-23 09:20:00+05:30,NIFTY 50_v1_v2,9534.8,2017-06-29 09:15:00+05:30
307,BUY,2017-06-29 11:40:00+05:30,9553.0,9565.95,9552.5,9565.0,0,9551.67,9536.36,9527.02,9535.92,32.8,69.15,9562.55,9544.6,9565.95,2017-06-29 11:40:00+05:30,NIFTY 50_v1_v2,9527.15,2017-06-29 12:55:00+05:30
308,SELL,2017-06-29 13:30:00+05:30,9510.85,9511.85,9503.5,9507.55,0,9536.46,9539.66,9533.26,9537.87,38.52,27.01,9575.3,9508.8,9503.5,2017-06-29 13:30:00+05:30,NIFTY 50_v1_v2,9540.8,2017-06-29 14:25:00+05:30
309,SELL,2017-06-29 15:05:00+05:30,9509.8,9510.85,9496.35,9498.35,0,9527.6,9532.27,9530.79,9535.69,22.51,33.88,9544.95,9502.45,9496.35,2017-06-29 15:05:00+05:30,NIFTY 50_v1_v2,9513.75,2017-06-30 14:35:00+05:30
310,BUY,2017-07-03 09:15:00+05:30,9587.95,9603.05,9551.6,9559.75,0,9513.83,9503.17,9503.17,9512.23,24.79,77.19,9535.55,9475.1,9603.05,2017-07-03 09:15:00+05:30,NIFTY 50_v1_v2,9643.45,2017-07-07 10:00:00+05:30
311,BUY,2017-07-07 14:15:00+05:30,9676.25,9684.0,9676.25,9682.4,0,9668.08,9664.35,9663.02,9652.72,30.25,71.26,9681.25,9652.95,9684.0,2017-07-07 14:15:00+05:30,NIFTY 50_v1_v2,9856.2,2017-07-18 09:15:00+05:30
312,SELL,2017-07-18 11:00:00+05:30,9857.55,9859.6,9854.3,9854.3,0,9874.43,9888.14,9892.45,9882.71,50.2,24.95,9884.95,9855.65,9854.3,2017-07-18 11:00:00+05:30,NIFTY 50_v1_v2,9873.45,2017-07-19 09:30:00+05:30
313,BUY,2017-07-19 11:25:00+05:30,9875.4,9878.2,9874.5,9877.45,0,9869.71,9863.29,9865.65,9868.74,27.67,63.55,9877.25,9856.75,9878.2,2017-07-19 11:25:00+05:30,NIFTY 50_v1_v2,9866.6,2017-07-19 13:45:00+05:30
314,BUY,2017-07-19 14:50:00+05:30,9887.75,9899.0,9887.75,9898.1,0,9879.69,9875.42,9872.63,9871.89,20.31,74.52,9890.5,9860.7,9899.0,2017-07-19 14:50:00+05:30,NIFTY 50_v1_v2,9876.1,2017-07-20 12:20:00+05:30
315,BUY,2017-07-21 09:40:00+05:30,9896.3,9904.85,9895.15,9904.8,0,9884.0,9883.27,9883.58,9881.18,26.33,69.44,9899.6,9868.1,9904.85,2017-07-21 09:40:00+05:30,NIFTY 50_v1_v2,9887.3,2017-07-21 12:05:00+05:30
316,SELL,2017-07-21 13:00:00+05:30,9864.7,9869.55,9843.75,9848.8,0,9885.98,9892.35,9891.42,9887.18,28.56,17.42,9911.8,9864.85,9843.75,2017-07-21 13:00:00+05:30,NIFTY 50_v1_v2,9884.1,2017-07-21 14:25:00+05:30
317,BUY,2017-07-21 15:05:00+05:30,9906.6,9913.9,9905.4,9912.85,0,9889.68,9886.12,9886.82,9885.23,27.32,69.46,9911.55,9854.55,9913.9,2017-07-21 15:05:00+05:30,NIFTY 50_v1_v2,10007.15,2017-07-27 15:05:00+05:30
318,SELL,2017-07-28 12:35:00+05:30,9984.6,9984.6,9968.35,9969.3,0,9983.32,9998.23,10014.52,10013.01,21.31,33.34,9995.4,9974.8,9968.35,2017-07-28 12:35:00+05:30,NIFTY 50_v1_v2,10010.25,2017-07-28 15:00:00+05:30
319,BUY,2017-07-31 15:20:00+05:30,10080.15,10085.75,10078.85,10084.95,0,10064.09,10052.87,10040.22,10028.13,21.34,76.94,10082.75,10043.55,10085.75,2017-07-31 15:20:00+05:30,NIFTY 50_v1_v2,10072.9,2017-08-02 14:45:00+05:30
320,SELL,2017-08-03 09:55:00+05:30,10052.8,10054.85,10039.85,10040.5,0,10066.19,10079.86,10084.98,10077.35,38.67,33.18,10103.4,10049.3,10039.85,2017-08-03 09:55:00+05:30,NIFTY 50_v1_v2,10040.9,2017-08-04 14:05:00+05:30
321,BUY,2017-08-04 15:15:00+05:30,10070.65,10072.85,10066.1,10071.75,0,10045.49,10029.84,10028.04,10036.97,40.96,71.99,10071.4,10007.95,10072.85,2017-08-04 15:15:00+05:30,NIFTY 50_v1_v2,10055.15,2017-08-07 15:10:00+05:30
322,SELL,2017-08-08 10:10:00+05:30,10004.5,10004.65,9982.0,9984.65,0,10041.27,10055.81,10056.73,10053.71,31.3,22.49,10083.6,10001.95,9982.0,2017-08-08 10:10:00+05:30,NIFTY 50_v1_v2,9807.8,2017-08-14 14:00:00+05:30
323,SELL,2017-08-14 15:15:00+05:30,9797.0,9799.6,9788.8,9791.3,0,9801.99,9795.56,9788.06,9805.04,23.31,39.78,9817.75,9792.15,9788.8,2017-08-14 15:15:00+05:30,NIFTY 50_v1_v2,9815.2,2017-08-16 09:15:00+05:30
324,BUY,2017-08-16 12:45:00+05:30,9826.45,9833.95,9826.3,9832.85,0,9813.23,9804.66,9797.5,9804.22,24.59,72.21,9830.35,9784.9,9833.95,2017-08-16 12:45:00+05:30,NIFTY 50_v1_v2,9836.8,2017-08-18 09:15:00+05:30
325,SELL,2017-08-18 12:00:00+05:30,9840.7,9842.1,9832.0,9832.55,0,9844.36,9861.35,9871.99,9865.07,37.26,35.51,9850.15,9836.05,9832.0,2017-08-18 12:00:00+05:30,NIFTY 50_v1_v2,9863.55,2017-08-21 09:15:00+05:30
326,SELL,2017-08-21 12:05:00+05:30,9827.7,9827.85,9819.95,9821.65,0,9840.18,9843.3,9846.88,9850.44,24.54,34.46,9861.75,9825.2,9819.95,2017-08-21 12:05:00+05:30,NIFTY 50_v1_v2,9806.05,2017-08-23 09:35:00+05:30
327,SELL,2017-08-23 14:15:00+05:30,9800.95,9801.35,9791.5,9791.5,0,9800.51,9800.68,9799.05,9804.68,21.54,36.64,9814.3,9792.6,9791.5,2017-08-23 14:15:00+05:30,NIFTY 50_v1_v2,9813.5,2017-08-23 14:25:00+05:30
328,BUY,2017-08-23 14:35:00+05:30,9824.25,9833.25,9822.15,9833.25,0,9806.53,9803.23,9800.48,9805.18,24.58,72.42,9826.9,9791.2,9833.25,2017-08-23 14:35:00+05:30,NIFTY 50_v1_v2,9867.8,2017-08-29 09:15:00+05:30
329,SELL,2017-08-29 10:10:00+05:30,9843.75,9848.35,9840.4,9840.4,0,9870.33,9886.71,9886.92,9872.47,45.84,26.72,9917.05,9840.5,9840.4,2017-08-29 10:10:00+05:30,NIFTY 50_v1_v2,9862.7,2017-08-30 09:15:00+05:30
330,BUY,2017-08-30 11:20:00+05:30,9881.0,9886.65,9879.45,9884.55,0,9870.99,9853.67,9850.58,9852.66,46.03,71.49,9882.3,9868.7,9886.65,2017-08-30 11:20:00+05:30,NIFTY 50_v1_v2,9867.85,2017-08-31 09:30:00+05:30
331,BUY,2017-08-31 12:30:00+05:30,9887.2,9896.05,9886.5,9896.05,0,9874.97,9874.59,9873.51,9869.01,29.01,75.46,9892.5,9857.35,9896.05,2017-08-31 12:30:00+05:30,NIFTY 50_v1_v2,9923.7,2017-09-04 11:35:00+05:30
332,SELL,2017-09-04 12:00:00+05:30,9890.7,9890.7,9873.25,9880.6,0,9923.83,9940.56,9941.18,9926.14,46.12,14.97,9948.0,9888.1,9873.25,2017-09-04 12:00:00+05:30,NIFTY 50_v1_v2,9919.65,2017-09-04 15:05:00+05:30
333,BUY,2017-09-05 14:15:00+05:30,9944.35,9955.25,9944.25,9953.5,0,9933.31,9928.94,9926.98,9923.26,21.22,73.31,9946.3,9914.95,9955.25,2017-09-05 14:15:00+05:30,NIFTY 50_v1_v2,9898.25,2017-09-06 09:15:00+05:30
334,BUY,2017-09-07 09:20:00+05:30,9956.5,9964.5,9955.9,9961.45,0,9927.16,9922.64,9921.66,9921.42,21.81,73.41,9958.35,9909.0,9964.5,2017-09-07 09:20:00+05:30,NIFTY 50_v1_v2,9920.25,2017-09-07 12:05:00+05:30
335,BUY,2017-09-11 11:20:00+05:30,9988.9,9995.65,9988.05,9994.95,0,9979.52,9965.94,9954.94,9945.01,26.81,68.25,9989.3,9972.0,9995.65,2017-09-11 11:20:00+05:30,NIFTY 50_v1_v2,10073.75,2017-09-14 12:05:00+05:30
336,BUY,2017-09-14 14:30:00+05:30,10086.8,10097.85,10085.95,10096.6,0,10082.52,10087.13,10090.71,10078.28,21.37,62.79,10089.8,10070.45,10097.85,2017-09-14 14:30:00+05:30,NIFTY 50_v1_v2,10075.4,2017-09-15 09:15:00+05:30
337,SELL,2017-09-15 09:40:00+05:30,10062.45,10062.85,10049.65,10049.65,0,10078.88,10084.45,10088.46,10079.1,26.71,29.38,10103.9,10055.75,10049.65,2017-09-15 09:40:00+05:30,NIFTY 50_v1_v2,10071.75,2017-09-15 14:25:00+05:30
338,BUY,2017-09-15 14:40:00+05:30,10091.05,10105.65,10090.85,10105.35,0,10072.45,10067.27,10070.8,10071.44,21.11,75.36,10096.85,10048.8,10105.65,2017-09-15 14:40:00+05:30,NIFTY 50_v1_v2,10135.5,2017-09-20 13:25:00+05:30
339,SELL,2017-09-21 10:00:00+05:30,10114.65,10114.75,10097.55,10106.65,0,10139.32,10143.5,10145.24,10141.05,21.75,26.96,10158.9,10116.8,10097.55,2017-09-21 10:00:00+05:30,NIFTY 50_v1_v2,10128.5,2017-09-21 14:35:00+05:30
340,SELL,2017-09-22 09:15:00+05:30,10094.35,10094.35,10050.0,10057.25,0,10114.26,10112.1,10116.5,10123.09,24.95,22.63,10141.55,10104.0,10050.0,2017-09-22 09:15:00+05:30,NIFTY 50_v1_v2,9806.6,2017-09-29 09:15:00+05:30
341,BUY,2017-09-29 11:45:00+05:30,9818.0,9822.25,9816.8,9821.25,0,9812.66,9794.44,9782.45,9796.37,23.25,62.84,9820.95,9795.95,9822.25,2017-09-29 11:45:00+05:30,NIFTY 50_v1_v2,9802.65,2017-09-29 14:30:00+05:30
342,BUY,2017-10-03 09:15:00+05:30,9893.3,9893.3,9849.75,9860.4,0,9813.5,9817.1,9807.44,9807.08,43.37,65.54,9851.9,9775.4,9893.3,2017-10-03 09:15:00+05:30,NIFTY 50_v1_v2,9890.1,2017-10-05 15:05:00+05:30
343,BUY,2017-10-06 09:15:00+05:30,9908.15,9935.85,9907.65,9935.4,0,9902.48,9905.28,9904.91,9892.35,25.74,68.68,9922.55,9881.95,9935.85,2017-10-06 09:15:00+05:30,NIFTY 50_v1_v2,10016.3,2017-10-11 13:45:00+05:30
344,SELL,2017-10-11 14:20:00+05:30,9977.8,9978.6,9956.65,9956.7,0,10014.78,10031.81,10031.15,10014.9,39.64,22.98,10059.25,9977.5,9956.65,2017-10-11 14:20:00+05:30,NIFTY 50_v1_v2,10010.75,2017-10-12 09:40:00+05:30
345,BUY,2017-10-12 14:15:00+05:30,10045.05,10052.55,10045.05,10049.5,0,10028.8,10024.63,10023.15,10016.75,21.54,70.77,10045.35,10007.25,10052.55,2017-10-12 14:15:00+05:30,NIFTY 50_v1_v2,10191.45,2017-10-18 09:25:00+05:30
346,SELL,2017-10-18 11:45:00+05:30,10188.9,10190.5,10178.3,10179.4,0,10194.95,10205.81,10211.36,10197.46,33.64,31.59,10204.85,10184.55,10178.3,2017-10-18 11:45:00+05:30,NIFTY 50_v1_v2,10200.9,2017-10-18 12:35:00+05:30
347,BUY,2017-10-18 13:00:00+05:30,10210.2,10214.95,10207.15,10214.95,0,10197.23,10200.94,10206.88,10196.92,30.35,66.29,10211.05,10176.1,10214.95,2017-10-18 13:00:00+05:30,NIFTY 50_v1_v2,10196.7,2017-10-19 18:30:00+05:30
348,SELL,2017-10-19 19:05:00+05:30,10182.0,10183.5,10160.5,10161.35,0,10197.83,10205.28,10208.23,10201.22,30.77,25.45,10227.65,10180.35,10160.5,2017-10-19 19:05:00+05:30,NIFTY 50_v1_v2,10209.2,2017-10-23 09:20:00+05:30
349,SELL,2017-10-23 12:05:00+05:30,10143.2,10143.2,10125.65,10133.9,0,10164.01,10175.96,10187.25,10191.15,20.85,28.48,10186.85,10141.7,10125.65,2017-10-23 12:05:00+05:30,NIFTY 50_v1_v2,10180.55,2017-10-23 15:05:00+05:30
350,BUY,2017-10-24 10:10:00+05:30,10217.95,10231.05,10217.05,10230.5,0,10200.4,10182.79,10179.87,10183.24,53.87,85.28,10220.45,10169.05,10231.05,2017-10-24 10:10:00+05:30,NIFTY 50_v1_v2,10193.85,2017-10-24 13:35:00+05:30
351,BUY,2017-10-25 11:30:00+05:30,10266.25,10272.65,10264.55,10268.95,0,10258.32,10243.56,10227.55,10212.55,24.34,61.71,10268.55,10241.25,10272.65,2017-10-25 11:30:00+05:30,NIFTY 50_v1_v2,10344.3,2017-10-31 10:25:00+05:30
352,BUY,2017-11-01 09:15:00+05:30,10390.35,10402.55,10386.35,10392.85,0,10346.43,10347.33,10349.82,10344.75,22.68,76.48,10352.4,10328.4,10402.55,2017-11-01 09:15:00+05:30,NIFTY 50_v1_v2,10411.2,2017-11-03 09:40:00+05:30
353,BUY,2017-11-06 12:50:00+05:30,10473.1,10477.95,10471.0,10475.65,0,10452.96,10447.2,10443.61,10434.75,22.08,80.68,10475.3,10438.8,10477.95,2017-11-06 12:50:00+05:30,NIFTY 50_v1_v2,10432.4,2017-11-06 15:20:00+05:30
354,SELL,2017-11-07 13:15:00+05:30,10404.5,10404.5,10393.2,10393.9,0,10421.2,10431.23,10438.96,10438.96,20.07,31.16,10444.55,10400.25,10393.2,2017-11-07 13:15:00+05:30,NIFTY 50_v1_v2,10326.5,2017-11-10 13:45:00+05:30
355,SELL,2017-11-10 14:30:00+05:30,10289.15,10289.15,10273.0,10279.25,0,10303.67,10301.71,10304.36,10321.2,23.16,34.5,10333.8,10284.75,10273.0,2017-11-10 14:30:00+05:30,NIFTY 50_v1_v2,10337.45,2017-11-10 15:10:00+05:30
356,SELL,2017-11-13 10:55:00+05:30,10282.15,10282.15,10274.35,10274.5,0,10289.22,10295.6,10299.82,10314.15,21.31,38.4,10334.0,10278.25,10274.35,2017-11-13 10:55:00+05:30,NIFTY 50_v1_v2,10186.05,2017-11-16 11:35:00+05:30
357,BUY,2017-11-16 12:35:00+05:30,10195.2,10211.4,10194.95,10208.65,0,10183.72,10167.93,10164.86,10183.56,43.71,78.13,10199.35,10153.55,10211.4,2017-11-16 12:35:00+05:30,NIFTY 50_v1_v2,10327.05,2017-11-23 13:05:00+05:30
358,BUY,2017-11-24 09:15:00+05:30,10366.8,10377.6,10365.3,10376.7,0,10345.77,10343.61,10343.67,10336.45,23.99,72.53,10357.3,10322.1,10377.6,2017-11-24 09:15:00+05:30,NIFTY 50_v1_v2,10358.1,2017-11-27 09:15:00+05:30
359,SELL,2017-11-27 12:15:00+05:30,10353.35,10354.15,10348.6,10348.65,0,10357.14,10364.43,10367.91,10361.93,31.36,34.5,10367.75,10350.4,10348.6,2017-11-27 12:15:00+05:30,NIFTY 50_v1_v2,10364.95,2017-11-27 13:50:00+05:30
360,BUY,2017-11-27 14:35:00+05:30,10376.85,10386.35,10376.85,10383.45,0,10366.45,10362.73,10364.55,10361.25,38.01,77.21,10378.6,10340.4,10386.35,2017-11-27 14:35:00+05:30,NIFTY 50_v1_v2,10370.5,2017-11-28 14:05:00+05:30
361,SELL,2017-11-29 15:20:00+05:30,10363.85,10364.1,10347.4,10348.25,0,10366.92,10372.83,10375.81,10375.14,21.5,31.46,10387.9,10356.75,10347.4,2017-11-29 15:20:00+05:30,NIFTY 50_v1_v2,10110.55,2017-12-07 10:35:00+05:30
362,BUY,2017-12-07 14:15:00+05:30,10128.75,10143.1,10127.8,10140.45,0,10122.89,10112.33,10103.12,10108.75,28.43,74.24,10134.6,10106.95,10143.1,2017-12-07 14:15:00+05:30,NIFTY 50_v1_v2,10257.9,2017-12-12 13:55:00+05:30
363,SELL,2017-12-13 09:15:00+05:30,10236.6,10237.75,10211.2,10221.05,0,10245.98,10258.14,10266.73,10256.96,40.59,24.28,10268.65,10230.45,10211.2,2017-12-13 09:15:00+05:30,NIFTY 50_v1_v2,10280.4,2017-12-13 11:05:00+05:30
364,SELL,2017-12-13 14:15:00+05:30,10210.0,10217.6,10204.05,10207.45,0,10257.74,10264.58,10265.23,10259.85,35.35,17.99,10292.9,10208.8,10204.05,2017-12-13 14:15:00+05:30,NIFTY 50_v1_v2,10233.05,2017-12-14 15:00:00+05:30
365,BUY,2017-12-15 09:15:00+05:30,10345.65,10361.15,10341.85,10343.05,0,10234.5,10209.14,10209.31,10221.18,40.96,82.13,10275.9,10178.6,10361.15,2017-12-15 09:15:00+05:30,NIFTY 50_v1_v2,10127.25,2017-12-18 09:15:00+05:30
366,BUY,2017-12-18 10:05:00+05:30,10363.6,10400.9,10363.6,10400.9,0,10318.69,10320.8,10308.54,10285.93,22.67,63.25,10364.7,10076.15,10400.9,2017-12-18 10:05:00+05:30,NIFTY 50_v1_v2,10435.3,2017-12-21 12:30:00+05:30
367,BUY,2017-12-22 10:45:00+05:30,10480.6,10487.9,10480.35,10487.7,0,10469.28,10459.56,10455.71,10444.97,23.4,73.8,10483.3,10428.25,10487.9,2017-12-22 10:45:00+05:30,NIFTY 50_v1_v2,10500.4,2017-12-27 14:40:00+05:30
368,BUY,2017-12-28 14:35:00+05:30,10519.95,10529.8,10519.45,10527.25,0,10510.03,10505.7,10507.05,10503.64,20.95,69.09,10525.8,10489.0,10529.8,2017-12-28 14:35:00+05:30,NIFTY 50_v1_v2,10495.45,2017-12-28 15:00:00+05:30
369,SELL,2017-12-28 15:15:00+05:30,10472.2,10474.2,10467.65,10469.2,0,10502.07,10503.79,10505.98,10503.39,26.56,30.28,10534.45,10469.85,10467.65,2017-12-28 15:15:00+05:30,NIFTY 50_v1_v2,10510.25,2017-12-29 09:20:00+05:30
370,BUY,2018-01-01 14:20:00+05:30,10522.75,10530.7,10521.55,10530.05,0,10519.02,10521.1,10520.69,10516.64,27.1,67.1,10525.65,10504.45,10530.7,2018-01-01 14:20:00+05:30,NIFTY 50_v1_v2,10488.45,2018-01-01 14:50:00+05:30
371,SELL,2018-01-01 14:55:00+05:30,10488.2,10490.9,10464.2,10465.0,0,10513.06,10518.3,10519.35,10516.25,28.51,16.44,10531.65,10488.3,10464.2,2018-01-01 14:55:00+05:30,NIFTY 50_v1_v2,10483.0,2018-01-03 09:45:00+05:30
372,SELL,2018-01-03 14:30:00+05:30,10451.25,10453.15,10442.1,10442.35,0,10465.19,10468.66,10468.15,10473.89,20.16,24.4,10476.6,10444.35,10442.1,2018-01-03 14:30:00+05:30,NIFTY 50_v1_v2,10469.1,2018-01-04 12:00:00+05:30
