,signal,date,open,high,low,close,volume,ema20,ema50,ema100,ema200,adx,rsi,max_high,min_low,entry_price,from,symbol,exit_price,to
234,BUY,2017-02-17 11:55:00+05:30,8836.7,8842.9,8836.05,8841.9,0,8827.56,8811.36,8793.15,8781.44,31.53,66.4,8839.7,8814.35,8842.9,2017-02-17 11:55:00+05:30,NIFTY 50_ema_adx_rsi_v2,8929.55,2017-02-27 10:25:00+05:30
235,SELL,2017-02-27 15:00:00+05:30,8904.8,8906.65,8890.4,8891.45,0,8913.61,8921.95,8929.14,8926.05,24.54,21.4,8931.05,8901.65,8890.4,2017-02-27 15:00:00+05:30,NIFTY 50_ema_adx_rsi_v2,8912.55,2017-03-01 09:15:00+05:30
236,BUY,2017-03-01 14:30:00+05:30,8943.15,8947.15,8940.05,8947.1,0,8937.69,8931.77,8923.94,8919.2,24.9,68.14,8944.6,8927.0,8947.15,2017-03-01 14:30:00+05:30,NIFTY 50_ema_adx_rsi_v2,8924.15,2017-03-02 14:35:00+05:30
237,SELL,2017-03-03 09:15:00+05:30,8885.55,8887.4,8871.9,8873.1,0,8917.33,8938.3,8944.44,8939.36,49.31,19.95,8962.35,8880.2,8871.9,2017-03-03 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v2,8924.3,2017-03-06 09:15:00+05:30
238,BUY,2017-03-06 15:05:00+05:30,8958.8,8965.1,8958.25,8960.55,0,8945.4,8941.74,8933.55,8927.33,21.59,70.16,8959.35,8933.95,8965.1,2017-03-06 15:05:00+05:30,NIFTY 50_ema_adx_rsi_v2,8931.2,2017-03-08 10:50:00+05:30
239,BUY,2017-03-14 09:15:00+05:30,9091.65,9120.6,9082.15,9085.9,0,8944.58,8937.2,8934.1,8931.26,26.3,91.76,8942.25,8904.1,9120.6,2017-03-14 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v2,9131.15,2017-03-20 10:05:00+05:30
240,SELL,2017-03-21 10:25:00+05:30,9123.15,9125.45,9118.0,9118.3,0,9129.67,9129.24,9131.85,9129.26,23.61,35.84,9147.6,9120.65,9118.0,2017-03-21 10:25:00+05:30,NIFTY 50_ema_adx_rsi_v2,9120.7,2017-03-21 15:05:00+05:30
241,SELL,2017-03-22 09:15:00+05:30,9047.2,9072.7,9042.15,9068.25,0,9108.35,9107.99,9113.26,9118.38,29.71,30.65,9131.45,9095.65,9042.15,2017-03-22 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v2,9085.3,2017-03-23 15:00:00+05:30
242,BUY,2017-03-24 09:55:00+05:30,9119.6,9127.7,9119.6,9127.0,0,9098.3,9082.33,9074.37,9077.35,42.29,77.44,9120.65,9065.45,9127.7,2017-03-24 09:55:00+05:30,NIFTY 50_ema_adx_rsi_v2,9087.4,2017-03-27 09:15:00+05:30
243,SELL,2017-03-27 11:40:00+05:30,9051.0,9051.4,9040.35,9045.2,0,9059.4,9076.16,9085.73,9087.83,46.87,25.37,9065.3,9048.45,9040.35,2017-03-27 11:40:00+05:30,NIFTY 50_ema_adx_rsi_v2,9087.15,2017-03-28 09:15:00+05:30
244,BUY,2017-03-28 12:45:00+05:30,9106.6,9109.45,9105.75,9108.05,0,9102.44,9092.51,9084.18,9081.95,25.33,66.05,9107.55,9097.95,9109.45,2017-03-28 12:45:00+05:30,NIFTY 50_ema_adx_rsi_v2,9081.7,2017-03-28 14:55:00+05:30
245,BUY,2017-03-28 15:20:00+05:30,9102.35,9107.3,9102.35,9107.2,0,9096.8,9095.28,9089.89,9085.86,20.74,61.58,9102.85,9079.9,9107.3,2017-03-28 15:20:00+05:30,NIFTY 50_ema_adx_rsi_v2,9224.05,2017-04-06 12:55:00+05:30
246,SELL,2017-04-07 15:10:00+05:30,9198.7,9199.35,9188.7,9193.75,0,9220.77,9230.87,9234.65,9231.88,38.53,22.57,9250.45,9197.55,9188.7,2017-04-07 15:10:00+05:30,NIFTY 50_ema_adx_rsi_v2,9218.65,2017-04-11 10:25:00+05:30
247,SELL,2017-04-12 14:45:00+05:30,9197.5,9197.9,9186.45,9187.65,0,9204.39,9205.56,9207.47,9210.67,26.65,33.87,9225.65,9190.9,9186.45,2017-04-12 14:45:00+05:30,NIFTY 50_ema_adx_rsi_v2,9182.05,2017-04-18 09:15:00+05:30
248,SELL,2017-04-18 14:55:00+05:30,9121.7,9123.7,9106.15,9108.6,0,9152.84,9170.34,9172.92,9174.65,55.78,16.94,9179.55,9114.95,9106.15,2017-04-18 14:55:00+05:30,NIFTY 50_ema_adx_rsi_v2,9133.5,2017-04-20 10:45:00+05:30
249,SELL,2017-04-21 13:55:00+05:30,9104.35,9105.8,9088.95,9093.2,0,9118.72,9131.42,9133.15,9133.99,52.83,25.33,9150.45,9093.6,9088.95,2017-04-21 13:55:00+05:30,NIFTY 50_ema_adx_rsi_v2,9149.55,2017-04-24 09:15:00+05:30
250,BUY,2017-04-24 10:00:00+05:30,9157.9,9167.1,9157.9,9161.1,0,9140.86,9133.17,9132.17,9132.83,28.91,69.43,9159.9,9108.05,9167.1,2017-04-24 10:00:00+05:30,NIFTY 50_ema_adx_rsi_v2,9313.7,2017-04-28 09:15:00+05:30
251,SELL,2017-04-28 12:00:00+05:30,9294.3,9294.7,9282.5,9285.6,0,9298.4,9312.27,9322.69,9314.97,46.91,30.22,9309.85,9291.0,9282.5,2017-04-28 12:00:00+05:30,NIFTY 50_ema_adx_rsi_v2,9312.4,2017-04-28 13:35:00+05:30
252,BUY,2017-05-02 09:45:00+05:30,9340.8,9350.35,9338.75,9350.35,0,9322.53,9313.68,9315.24,9312.68,33.99,77.88,9344.45,9297.45,9350.35,2017-05-02 09:45:00+05:30,NIFTY 50_ema_adx_rsi_v2,9291.5,2017-05-02 10:45:00+05:30
253,BUY,2017-05-04 13:30:00+05:30,9343.8,9346.95,9342.0,9346.7,0,9339.22,9336.87,9331.53,9324.92,20.37,62.17,9343.95,9323.45,9346.95,2017-05-04 13:30:00+05:30,NIFTY 50_ema_adx_rsi_v2,9327.25,2017-05-05 09:15:00+05:30
254,SELL,2017-05-05 11:50:00+05:30,9314.95,9315.4,9296.45,9298.1,0,9319.75,9328.19,9331.37,9328.61,37.67,27.01,9328.0,9313.2,9296.45,2017-05-05 11:50:00+05:30,NIFTY 50_ema_adx_rsi_v2,9317.2,2017-05-08 09:45:00+05:30
255,BUY,2017-05-10 09:15:00+05:30,9339.65,9352.9,9336.65,9352.2,0,9323.67,9323.55,9322.13,9320.62,23.45,72.59,9333.8,9309.2,9352.9,2017-05-10 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v2,9397.5,2017-05-12 09:40:00+05:30
256,SELL,2017-05-12 14:45:00+05:30,9381.6,9382.4,9372.6,9378.4,0,9388.59,9394.5,9401.31,9396.9,21.5,38.81,9399.8,9380.4,9372.6,2017-05-12 14:45:00+05:30,NIFTY 50_ema_adx_rsi_v2,9398.45,2017-05-12 15:05:00+05:30
257,BUY,2017-05-15 09:20:00+05:30,9434.0,9443.4,9432.55,9436.55,0,9401.75,9398.54,9402.14,9397.71,22.77,76.17,9435.45,9372.6,9443.4,2017-05-15 09:20:00+05:30,NIFTY 50_ema_adx_rsi_v2,9480.05,2017-05-18 09:15:00+05:30
258,SELL,2017-05-18 14:35:00+05:30,9448.45,9449.85,9439.45,9445.5,0,9457.33,9465.8,9475.13,9475.48,22.52,35.93,9477.1,9447.8,9439.45,2017-05-18 14:35:00+05:30,NIFTY 50_ema_adx_rsi_v2,9487.15,2017-05-19 09:15:00+05:30
259,SELL,2017-05-19 11:10:00+05:30,9467.1,9467.1,9461.2,9461.95,0,9479.69,9474.31,9474.98,9474.87,25.45,37.22,9505.35,9466.15,9461.2,2017-05-19 11:10:00+05:30,NIFTY 50_ema_adx_rsi_v2,9482.25,2017-05-22 09:15:00+05:30
260,SELL,2017-05-23 09:20:00+05:30,9428.3,9428.55,9411.75,9418.15,0,9438.03,9443.13,9445.87,9451.23,21.79,30.85,9459.95,9427.95,9411.75,2017-05-23 09:20:00+05:30,NIFTY 50_ema_adx_rsi_v2,9434.95,2017-05-23 13:50:00+05:30
261,SELL,2017-05-23 14:35:00+05:30,9409.15,9409.95,9395.65,9395.65,0,9412.72,9410.13,9415.87,9428.35,27.8,37.39,9436.05,9398.25,9395.65,2017-05-23 14:35:00+05:30,NIFTY 50_ema_adx_rsi_v2,9423.15,2017-05-24 10:45:00+05:30
262,SELL,2017-05-24 14:40:00+05:30,9358.3,9360.45,9345.5,9345.5,0,9367.28,9382.25,9393.93,9408.59,20.85,34.79,9398.85,9352.1,9345.5,2017-05-24 14:40:00+05:30,NIFTY 50_ema_adx_rsi_v2,9407.95,2017-05-25 09:40:00+05:30
263,BUY,2017-05-25 13:10:00+05:30,9421.1,9429.4,9421.1,9424.9,0,9415.43,9408.25,9403.16,9407.07,23.87,61.79,9423.5,9407.1,9429.4,2017-05-25 13:10:00+05:30,NIFTY 50_ema_adx_rsi_v2,9611.45,2017-06-01 12:20:00+05:30
264,BUY,2017-06-05 11:20:00+05:30,9674.35,9678.65,9673.2,9677.75,0,9668.14,9661.25,9653.06,9640.27,20.0,67.92,9677.6,9652.1,9678.65,2017-06-05 11:20:00+05:30,NIFTY 50_ema_adx_rsi_v2,9655.0,2017-06-06 09:40:00+05:30
265,SELL,2017-06-09 09:15:00+05:30,9638.55,9638.55,9623.0,9634.65,0,9649.9,9653.5,9654.68,9655.06,21.0,30.94,9668.15,9641.95,9623.0,2017-06-09 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v2,9647.0,2017-06-09 14:15:00+05:30
266,SELL,2017-06-12 09:50:00+05:30,9628.75,9630.15,9618.85,9619.7,0,9641.71,9641.87,9642.08,9645.18,29.18,30.51,9676.0,9623.3,9618.85,2017-06-12 09:50:00+05:30,NIFTY 50_ema_adx_rsi_v2,9635.1,2017-06-13 09:20:00+05:30
267,SELL,2017-06-13 15:15:00+05:30,9613.85,9614.9,9607.9,9607.9,0,9623.64,9630.54,9631.58,9633.61,31.78,32.38,9653.65,9608.8,9607.9,2017-06-13 15:15:00+05:30,NIFTY 50_ema_adx_rsi_v2,9621.6,2017-06-14 14:30:00+05:30
268,SELL,2017-06-15 09:30:00+05:30,9603.1,9603.6,9589.6,9593.05,0,9610.57,9608.99,9610.72,9617.22,28.1,31.22,9622.8,9599.2,9589.6,2017-06-15 09:30:00+05:30,NIFTY 50_ema_adx_rsi_v2,9603.9,2017-06-16 09:15:00+05:30
269,SELL,2017-06-16 11:00:00+05:30,9591.25,9591.8,9582.3,9583.05,0,9597.28,9593.64,9595.04,9602.1,29.5,36.32,9615.4,9588.7,9582.3,2017-06-16 11:00:00+05:30,NIFTY 50_ema_adx_rsi_v2,9622.9,2017-06-19 09:15:00+05:30
270,BUY,2017-06-19 13:40:00+05:30,9629.2,9641.6,9628.75,9641.25,0,9627.81,9622.23,9613.94,9608.56,20.66,74.38,9630.55,9621.4,9641.6,2017-06-19 13:40:00+05:30,NIFTY 50_ema_adx_rsi_v2,9632.1,2017-06-21 09:15:00+05:30
271,BUY,2017-06-22 10:45:00+05:30,9671.25,9679.75,9670.1,9679.35,0,9663.21,9649.47,9642.6,9637.86,39.49,77.04,9671.95,9632.45,9679.75,2017-06-22 10:45:00+05:30,NIFTY 50_ema_adx_rsi_v2,9653.3,2017-06-22 14:30:00+05:30
272,SELL,2017-06-23 09:45:00+05:30,9605.3,9606.3,9592.3,9593.75,0,9629.56,9649.31,9653.86,9649.56,43.73,18.57,9676.3,9600.45,9592.3,2017-06-23 09:45:00+05:30,NIFTY 50_ema_adx_rsi_v2,9534.8,2017-06-29 09:15:00+05:30
273,BUY,2017-06-29 11:40:00+05:30,9553.0,9565.95,9552.5,9565.0,0,9551.67,9536.36,9527.02,9535.92,32.8,69.15,9562.55,9544.6,9565.95,2017-06-29 11:40:00+05:30,NIFTY 50_ema_adx_rsi_v2,9527.15,2017-06-29 12:55:00+05:30
274,SELL,2017-06-29 15:05:00+05:30,9509.8,9510.85,9496.35,9498.35,0,9527.6,9532.27,9530.79,9535.69,22.51,33.88,9544.95,9502.45,9496.35,2017-06-29 15:05:00+05:30,NIFTY 50_ema_adx_rsi_v2,9513.75,2017-06-30 14:35:00+05:30
275,BUY,2017-07-03 10:55:00+05:30,9594.65,9608.95,9591.05,9604.65,0,9569.86,9541.87,9525.74,9522.84,51.95,82.57,9603.05,9543.85,9608.95,2017-07-03 10:55:00+05:30,NIFTY 50_ema_adx_rsi_v2,9643.45,2017-07-07 10:00:00+05:30
276,BUY,2017-07-07 14:15:00+05:30,9676.25,9684.0,9676.25,9682.4,0,9668.08,9664.35,9663.02,9652.72,30.25,71.26,9681.25,9652.95,9684.0,2017-07-07 14:15:00+05:30,NIFTY 50_ema_adx_rsi_v2,9856.2,2017-07-18 09:15:00+05:30
277,SELL,2017-07-18 13:10:00+05:30,9846.9,9847.15,9842.55,9842.95,0,9853.17,9865.47,9876.68,9876.09,48.4,28.43,9864.2,9844.8,9842.55,2017-07-18 13:10:00+05:30,NIFTY 50_ema_adx_rsi_v2,9873.45,2017-07-19 09:30:00+05:30
278,BUY,2017-07-19 12:30:00+05:30,9883.95,9888.0,9883.9,9887.7,0,9877.84,9870.19,9868.96,9870.11,28.29,69.91,9885.95,9867.25,9888.0,2017-07-19 12:30:00+05:30,NIFTY 50_ema_adx_rsi_v2,9866.6,2017-07-19 13:45:00+05:30
279,BUY,2017-07-19 14:50:00+05:30,9887.75,9899.0,9887.75,9898.1,0,9879.69,9875.42,9872.63,9871.89,20.31,74.52,9890.5,9860.7,9899.0,2017-07-19 14:50:00+05:30,NIFTY 50_ema_adx_rsi_v2,9876.1,2017-07-20 12:20:00+05:30
280,BUY,2017-07-21 09:40:00+05:30,9896.3,9904.85,9895.15,9904.8,0,9884.0,9883.27,9883.58,9881.18,26.33,69.44,9899.6,9868.1,9904.85,2017-07-21 09:40:00+05:30,NIFTY 50_ema_adx_rsi_v2,9887.3,2017-07-21 12:05:00+05:30
281,BUY,2017-07-21 15:05:00+05:30,9906.6,9913.9,9905.4,9912.85,0,9889.68,9886.12,9886.82,9885.23,27.32,69.46,9911.55,9854.55,9913.9,2017-07-21 15:05:00+05:30,NIFTY 50_ema_adx_rsi_v2,10007.15,2017-07-27 15:05:00+05:30
282,SELL,2017-07-28 12:35:00+05:30,9984.6,9984.6,9968.35,9969.3,0,9983.32,9998.23,10014.52,10013.01,21.31,33.34,9995.4,9974.8,9968.35,2017-07-28 12:35:00+05:30,NIFTY 50_ema_adx_rsi_v2,10010.25,2017-07-28 15:00:00+05:30
283,BUY,2017-07-31 15:20:00+05:30,10080.15,10085.75,10078.85,10084.95,0,10064.09,10052.87,10040.22,10028.13,21.34,76.94,10082.75,10043.55,10085.75,2017-07-31 15:20:00+05:30,NIFTY 50_ema_adx_rsi_v2,10072.9,2017-08-02 14:45:00+05:30
284,SELL,2017-08-03 10:05:00+05:30,10039.35,10042.0,10027.65,10028.45,0,10060.28,10076.32,10082.97,10076.49,41.29,29.03,10102.6,10036.6,10027.65,2017-08-03 10:05:00+05:30,NIFTY 50_ema_adx_rsi_v2,10040.9,2017-08-04 14:05:00+05:30
285,SELL,2017-08-08 10:15:00+05:30,9985.6,9985.85,9947.65,9971.6,0,10034.64,10052.51,10055.04,10052.9,34.42,20.18,10083.6,9982.0,9947.65,2017-08-08 10:15:00+05:30,NIFTY 50_ema_adx_rsi_v2,9807.8,2017-08-14 14:00:00+05:30
286,SELL,2017-08-14 15:15:00+05:30,9797.0,9799.6,9788.8,9791.3,0,9801.99,9795.56,9788.06,9805.04,23.31,39.78,9817.75,9792.15,9788.8,2017-08-14 15:15:00+05:30,NIFTY 50_ema_adx_rsi_v2,9815.2,2017-08-16 09:15:00+05:30
287,BUY,2017-08-16 12:45:00+05:30,9826.45,9833.95,9826.3,9832.85,0,9813.23,9804.66,9797.5,9804.22,24.59,72.21,9830.35,9784.9,9833.95,2017-08-16 12:45:00+05:30,NIFTY 50_ema_adx_rsi_v2,9836.8,2017-08-18 09:15:00+05:30
288,SELL,2017-08-18 12:00:00+05:30,9840.7,9842.1,9832.0,9832.55,0,9844.36,9861.35,9871.99,9865.07,37.26,35.51,9850.15,9836.05,9832.0,2017-08-18 12:00:00+05:30,NIFTY 50_ema_adx_rsi_v2,9863.55,2017-08-21 09:15:00+05:30
289,SELL,2017-08-21 10:40:00+05:30,9846.25,9846.25,9828.0,9828.0,0,9856.14,9847.88,9849.98,9852.46,25.78,36.36,9884.15,9831.05,9828.0,2017-08-21 10:40:00+05:30,NIFTY 50_ema_adx_rsi_v2,9806.05,2017-08-23 09:35:00+05:30
290,SELL,2017-08-23 14:15:00+05:30,9800.95,9801.35,9791.5,9791.5,0,9800.51,9800.68,9799.05,9804.68,21.54,36.64,9814.3,9792.6,9791.5,2017-08-23 14:15:00+05:30,NIFTY 50_ema_adx_rsi_v2,9813.5,2017-08-23 14:25:00+05:30
291,BUY,2017-08-23 14:45:00+05:30,9835.95,9848.55,9834.35,9848.5,0,9813.08,9806.25,9802.12,9805.92,28.38,78.15,9840.9,9791.2,9848.55,2017-08-23 14:45:00+05:30,NIFTY 50_ema_adx_rsi_v2,9867.8,2017-08-29 09:15:00+05:30
292,SELL,2017-08-29 11:05:00+05:30,9830.75,9831.15,9827.2,9828.15,0,9846.95,9868.59,9876.85,9868.67,56.63,28.0,9872.7,9830.25,9827.2,2017-08-29 11:05:00+05:30,NIFTY 50_ema_adx_rsi_v2,9862.7,2017-08-30 09:15:00+05:30
293,BUY,2017-08-30 11:20:00+05:30,9881.0,9886.65,9879.45,9884.55,0,9870.99,9853.67,9850.58,9852.66,46.03,71.49,9882.3,9868.7,9886.65,2017-08-30 11:20:00+05:30,NIFTY 50_ema_adx_rsi_v2,9867.85,2017-08-31 09:30:00+05:30
294,BUY,2017-08-31 12:10:00+05:30,9872.55,9886.4,9872.1,9886.2,0,9868.05,9872.13,9872.24,9868.21,23.7,70.4,9874.3,9857.35,9886.4,2017-08-31 12:10:00+05:30,NIFTY 50_ema_adx_rsi_v2,9923.7,2017-09-04 11:35:00+05:30
295,BUY,2017-09-05 14:15:00+05:30,9944.35,9955.25,9944.25,9953.5,0,9933.31,9928.94,9926.98,9923.26,21.22,73.31,9946.3,9914.95,9955.25,2017-09-05 14:15:00+05:30,NIFTY 50_ema_adx_rsi_v2,9898.25,2017-09-06 09:15:00+05:30
296,BUY,2017-09-07 09:20:00+05:30,9956.5,9964.5,9955.9,9961.45,0,9927.16,9922.64,9921.66,9921.42,21.81,73.41,9958.35,9909.0,9964.5,2017-09-07 09:20:00+05:30,NIFTY 50_ema_adx_rsi_v2,9920.25,2017-09-07 12:05:00+05:30
297,BUY,2017-09-11 11:20:00+05:30,9988.9,9995.65,9988.05,9994.95,0,9979.52,9965.94,9954.94,9945.01,26.81,68.25,9989.3,9972.0,9995.65,2017-09-11 11:20:00+05:30,NIFTY 50_ema_adx_rsi_v2,10073.75,2017-09-14 12:05:00+05:30
298,BUY,2017-09-14 14:30:00+05:30,10086.8,10097.85,10085.95,10096.6,0,10082.52,10087.13,10090.71,10078.28,21.37,62.79,10089.8,10070.45,10097.85,2017-09-14 14:30:00+05:30,NIFTY 50_ema_adx_rsi_v2,10075.4,2017-09-15 09:15:00+05:30
299,BUY,2017-09-18 09:15:00+05:30,10133.1,10156.95,10133.1,10153.5,0,10089.28,10077.5,10075.76,10073.97,23.32,75.93,10114.8,10052.55,10156.95,2017-09-18 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v2,10135.5,2017-09-20 13:25:00+05:30
300,SELL,2017-09-21 10:15:00+05:30,10089.8,10090.35,10072.05,10072.35,0,10124.19,10136.46,10141.52,10139.29,30.33,22.32,10158.9,10079.15,10072.05,2017-09-21 10:15:00+05:30,NIFTY 50_ema_adx_rsi_v2,10128.5,2017-09-21 14:35:00+05:30
301,SELL,2017-09-22 09:15:00+05:30,10094.35,10094.35,10050.0,10057.25,0,10114.26,10112.1,10116.5,10123.09,24.95,22.63,10141.55,10104.0,10050.0,2017-09-22 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v2,9806.6,2017-09-29 09:15:00+05:30
302,BUY,2017-09-29 12:05:00+05:30,9826.7,9831.3,9826.25,9830.4,0,9817.32,9799.2,9785.85,9797.55,26.05,68.06,9828.55,9804.15,9831.3,2017-09-29 12:05:00+05:30,NIFTY 50_ema_adx_rsi_v2,9802.65,2017-09-29 14:30:00+05:30
303,BUY,2017-10-03 09:15:00+05:30,9893.3,9893.3,9849.75,9860.4,0,9813.5,9817.1,9807.44,9807.08,43.37,65.54,9851.9,9775.4,9893.3,2017-10-03 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v2,9890.1,2017-10-05 15:05:00+05:30
304,BUY,2017-10-06 09:15:00+05:30,9908.15,9935.85,9907.65,9935.4,0,9902.48,9905.28,9904.91,9892.35,25.74,68.68,9922.55,9881.95,9935.85,2017-10-06 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v2,10016.3,2017-10-11 13:45:00+05:30
305,BUY,2017-10-12 14:15:00+05:30,10045.05,10052.55,10045.05,10049.5,0,10028.8,10024.63,10023.15,10016.75,21.54,70.77,10045.35,10007.25,10052.55,2017-10-12 14:15:00+05:30,NIFTY 50_ema_adx_rsi_v2,10191.45,2017-10-18 09:25:00+05:30
306,BUY,2017-10-18 12:40:00+05:30,10200.35,10207.85,10200.35,10206.05,0,10191.5,10199.63,10206.75,10196.45,30.46,62.31,10201.85,10176.1,10207.85,2017-10-18 12:40:00+05:30,NIFTY 50_ema_adx_rsi_v2,10196.7,2017-10-19 18:30:00+05:30
307,SELL,2017-10-19 19:15:00+05:30,10139.15,10145.75,10125.65,10127.85,0,10186.1,10199.75,10205.29,10199.88,36.46,17.88,10227.65,10134.0,10125.65,2017-10-19 19:15:00+05:30,NIFTY 50_ema_adx_rsi_v2,10209.2,2017-10-23 09:20:00+05:30
308,SELL,2017-10-23 12:05:00+05:30,10143.2,10143.2,10125.65,10133.9,0,10164.01,10175.96,10187.25,10191.15,20.85,28.48,10186.85,10141.7,10125.65,2017-10-23 12:05:00+05:30,NIFTY 50_ema_adx_rsi_v2,10180.55,2017-10-23 15:05:00+05:30
309,BUY,2017-10-25 11:30:00+05:30,10266.25,10272.65,10264.55,10268.95,0,10258.32,10243.56,10227.55,10212.55,24.34,61.71,10268.55,10241.25,10272.65,2017-10-25 11:30:00+05:30,NIFTY 50_ema_adx_rsi_v2,10344.3,2017-10-31 10:25:00+05:30
310,BUY,2017-11-01 09:15:00+05:30,10390.35,10402.55,10386.35,10392.85,0,10346.43,10347.33,10349.82,10344.75,22.68,76.48,10352.4,10328.4,10402.55,2017-11-01 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v2,10411.2,2017-11-03 09:40:00+05:30
311,BUY,2017-11-06 12:50:00+05:30,10473.1,10477.95,10471.0,10475.65,0,10452.96,10447.2,10443.61,10434.75,22.08,80.68,10475.3,10438.8,10477.95,2017-11-06 12:50:00+05:30,NIFTY 50_ema_adx_rsi_v2,10432.4,2017-11-06 15:20:00+05:30
312,SELL,2017-11-07 13:15:00+05:30,10404.5,10404.5,10393.2,10393.9,0,10421.2,10431.23,10438.96,10438.96,20.07,31.16,10444.55,10400.25,10393.2,2017-11-07 13:15:00+05:30,NIFTY 50_ema_adx_rsi_v2,10326.5,2017-11-10 13:45:00+05:30
313,SELL,2017-11-10 14:30:00+05:30,10289.15,10289.15,10273.0,10279.25,0,10303.67,10301.71,10304.36,10321.2,23.16,34.5,10333.8,10284.75,10273.0,2017-11-10 14:30:00+05:30,NIFTY 50_ema_adx_rsi_v2,10337.45,2017-11-10 15:10:00+05:30
314,SELL,2017-11-13 10:55:00+05:30,10282.15,10282.15,10274.35,10274.5,0,10289.22,10295.6,10299.82,10314.15,21.31,38.4,10334.0,10278.25,10274.35,2017-11-13 10:55:00+05:30,NIFTY 50_ema_adx_rsi_v2,10186.05,2017-11-16 11:35:00+05:30
315,BUY,2017-11-16 15:15:00+05:30,10208.9,10221.95,10208.4,10218.0,0,10203.09,10191.88,10181.56,10187.99,27.63,66.19,10214.55,10183.55,10221.95,2017-11-16 15:15:00+05:30,NIFTY 50_ema_adx_rsi_v2,10327.05,2017-11-23 13:05:00+05:30
316,BUY,2017-11-23 14:40:00+05:30,10339.6,10354.35,10339.6,10351.9,0,10334.89,10340.16,10342.23,10335.03,26.21,63.79,10342.6,10307.45,10354.35,2017-11-23 14:40:00+05:30,NIFTY 50_ema_adx_rsi_v2,10358.1,2017-11-27 09:15:00+05:30
317,SELL,2017-11-27 12:50:00+05:30,10345.6,10346.1,10341.5,10341.6,0,10352.48,10360.47,10365.35,10361.01,34.0,31.07,10361.25,10344.3,10341.5,2017-11-27 12:50:00+05:30,NIFTY 50_ema_adx_rsi_v2,10364.95,2017-11-27 13:50:00+05:30
318,BUY,2017-11-27 14:35:00+05:30,10376.85,10386.35,10376.85,10383.45,0,10366.45,10362.73,10364.55,10361.25,38.01,77.21,10378.6,10340.4,10386.35,2017-11-27 14:35:00+05:30,NIFTY 50_ema_adx_rsi_v2,10370.5,2017-11-28 14:05:00+05:30
319,SELL,2017-11-29 15:20:00+05:30,10363.85,10364.1,10347.4,10348.25,0,10366.92,10372.83,10375.81,10375.14,21.5,31.46,10387.9,10356.75,10347.4,2017-11-29 15:20:00+05:30,NIFTY 50_ema_adx_rsi_v2,10110.55,2017-12-07 10:35:00+05:30
320,BUY,2017-12-07 14:15:00+05:30,10128.75,10143.1,10127.8,10140.45,0,10122.89,10112.33,10103.12,10108.75,28.43,74.24,10134.6,10106.95,10143.1,2017-12-07 14:15:00+05:30,NIFTY 50_ema_adx_rsi_v2,10257.9,2017-12-12 13:55:00+05:30
321,SELL,2017-12-13 14:40:00+05:30,10210.85,10211.1,10193.8,10193.95,0,10237.56,10254.1,10259.68,10257.27,41.76,23.96,10292.9,10198.25,10193.8,2017-12-13 14:40:00+05:30,NIFTY 50_ema_adx_rsi_v2,10233.05,2017-12-14 15:00:00+05:30
322,BUY,2017-12-15 09:40:00+05:30,10356.7,10365.1,10354.95,10364.65,0,10280.55,10234.79,10222.73,10227.48,51.4,82.18,10361.15,10186.3,10365.1,2017-12-15 09:40:00+05:30,NIFTY 50_ema_adx_rsi_v2,10127.25,2017-12-18 09:15:00+05:30
323,BUY,2017-12-18 10:05:00+05:30,10363.6,10400.9,10363.6,10400.9,0,10318.69,10320.8,10308.54,10285.93,22.67,63.25,10364.7,10076.15,10400.9,2017-12-18 10:05:00+05:30,NIFTY 50_ema_adx_rsi_v2,10435.3,2017-12-21 12:30:00+05:30
324,BUY,2017-12-22 10:45:00+05:30,10480.6,10487.9,10480.35,10487.7,0,10469.28,10459.56,10455.71,10444.97,23.4,73.8,10483.3,10428.25,10487.9,2017-12-22 10:45:00+05:30,NIFTY 50_ema_adx_rsi_v2,10500.4,2017-12-27 14:40:00+05:30
325,BUY,2017-12-28 14:35:00+05:30,10519.95,10529.8,10519.45,10527.25,0,10510.03,10505.7,10507.05,10503.64,20.95,69.09,10525.8,10489.0,10529.8,2017-12-28 14:35:00+05:30,NIFTY 50_ema_adx_rsi_v2,10495.45,2017-12-28 15:00:00+05:30
326,SELL,2017-12-28 15:20:00+05:30,10469.2,10470.2,10466.1,10466.6,0,10498.69,10502.33,10505.2,10503.02,27.47,29.39,10534.45,10467.65,10466.1,2017-12-28 15:20:00+05:30,NIFTY 50_ema_adx_rsi_v2,10510.25,2017-12-29 09:20:00+05:30
327,BUY,2018-01-01 14:20:00+05:30,10522.75,10530.7,10521.55,10530.05,0,10519.02,10521.1,10520.69,10516.64,27.1,67.1,10525.65,10504.45,10530.7,2018-01-01 14:20:00+05:30,NIFTY 50_ema_adx_rsi_v2,10488.45,2018-01-01 14:50:00+05:30
