,signal,date,open,high,low,close,volume,ema20,ema50,ema100,ema200,adx,rsi,max_high,min_low,entry_price,from,symbol,exit_price,to
111,BUY,2024-08-12 11:05:00+05:30,83214,83333,83209,83268,296,83115.17,83079.05,83075.9,82980.04,21.31,67.97,83241,82876,83333,2024-08-12 11:05:00+05:30,SILVERMIC 50_v2_v2,83564,2024-08-12 19:45:00+05:30
112,BUY,2024-08-13 12:50:00+05:30,83826,83884,83817,83868,82,83748.7,83776.38,83816.74,83743.05,21.92,60.99,83840,83560,83884,2024-08-13 12:50:00+05:30,SILVERMIC 50_v2_v2,83705,2024-08-13 14:05:00+05:30
113,BUY,2024-08-14 12:20:00+05:30,83934,84049,83933,84001,471,83846.32,83773.05,83739.76,83728.73,27.56,68.31,84000,83600,84049,2024-08-14 12:20:00+05:30,SILVERMIC 50_v2_v2,83757,2024-08-14 18:50:00+05:30
114,SELL,2024-08-14 21:50:00+05:30,83020,83044,82750,82826,1386,83198.27,83472.34,83665.61,83752.96,48.68,26.77,83479,83000,82750,2024-08-14 21:50:00+05:30,SILVERMIC 50_v2_v2,84420,2024-08-16 09:00:00+05:30
115,BUY,2024-08-16 11:30:00+05:30,84504,84678,84479,84654,1166,84404.53,84071.08,83882.5,83817.62,49.01,69.65,84582,84322,84678,2024-08-16 11:30:00+05:30,SILVERMIC 50_v2_v2,87310,2024-08-20 20:30:00+05:30
116,BUY,2024-08-21 09:00:00+05:30,87154,87490,87150,87486,733,87276.85,87381.53,87473.03,87321.69,27.74,60.81,87335,86933,87490,2024-08-21 09:00:00+05:30,SILVERMIC 50_v2_v2,87324,2024-08-21 10:10:00+05:30
117,SELL,2024-08-22 09:35:00+05:30,87213,87241,87169,87191,284,87326.14,87361.63,87403.95,87417.74,20.76,37.51,87504,87213,87169,2024-08-22 09:35:00+05:30,SILVERMIC 50_v2_v2,87404,2024-08-22 10:55:00+05:30
118,BUY,2024-08-22 16:00:00+05:30,87550,87625,87500,87625,514,87454.96,87377.23,87358.22,87370.69,37.45,73.2,87586,87233,87625,2024-08-22 16:00:00+05:30,SILVERMIC 50_v2_v2,87305,2024-08-22 17:05:00+05:30
119,BUY,2024-08-22 18:05:00+05:30,87594,87750,87564,87667,1438,87460.75,87427.55,87397.59,87390.35,25.42,68.59,87613,87287,87750,2024-08-22 18:05:00+05:30,SILVERMIC 50_v2_v2,87376,2024-08-22 18:50:00+05:30
120,SELL,2024-08-22 19:35:00+05:30,87060,87114,86725,86844,3838,87279.6,87362.85,87374.58,87380.65,31.63,27.15,87750,87010,86725,2024-08-22 19:35:00+05:30,SILVERMIC 50_v2_v2,86860,2024-08-23 13:40:00+05:30
121,BUY,2024-08-23 19:35:00+05:30,87400,87777,87345,87622,7180,86927.77,86931.88,86899.28,86912.91,34.22,76.21,87400,86540,87777,2024-08-23 19:35:00+05:30,SILVERMIC 50_v2_v2,88047,2024-08-26 19:50:00+05:30
122,BUY,2024-08-26 22:15:00+05:30,88154,88220,88117,88215,954,88027.15,88122.51,88186.97,88041.12,29.65,63.7,88160,87829,88220,2024-08-26 22:15:00+05:30,SILVERMIC 50_v2_v2,88026,2024-08-27 09:10:00+05:30
123,BUY,2024-08-27 10:45:00+05:30,88235,88250,88194,88242,265,88128.33,88139.05,88170.03,88076.99,22.39,62.36,88235,88021,88250,2024-08-27 10:45:00+05:30,SILVERMIC 50_v2_v2,88150,2024-08-27 13:05:00+05:30
124,SELL,2024-08-28 10:35:00+05:30,88012,88028,87920,87938,707,88060.59,88128.01,88167.7,88172.82,29.02,33.14,88350,87960,87920,2024-08-28 10:35:00+05:30,SILVERMIC 50_v2_v2,87135,2024-08-29 11:20:00+05:30
125,SELL,2024-08-29 13:55:00+05:30,87090,87090,87008,87020,771,87151.94,87082.79,87022.74,87123.35,25.62,39.27,87360,87053,87008,2024-08-29 13:55:00+05:30,SILVERMIC 50_v2_v2,87129,2024-08-29 15:15:00+05:30
126,SELL,2024-08-29 17:40:00+05:30,86925,86936,86821,86838,1041,87044.52,87074.71,87055.76,87107.48,23.35,24.52,87200,86903,86821,2024-08-29 17:40:00+05:30,SILVERMIC 50_v2_v2,87100,2024-08-29 20:15:00+05:30
127,SELL,2024-08-30 09:10:00+05:30,86605,86629,86576,86606,1009,86936.72,86960.58,86967.86,87015.61,20.18,28.63,87180,86608,86576,2024-08-30 09:10:00+05:30,SILVERMIC 50_v2_v2,86968,2024-08-30 11:20:00+05:30
128,SELL,2024-08-30 16:15:00+05:30,86818,86829,86785,86793,297,86901.11,86922.7,86917.37,86943.66,21.79,33.2,87081,86800,86785,2024-08-30 16:15:00+05:30,SILVERMIC 50_v2_v2,87000,2024-08-30 17:50:00+05:30
129,SELL,2024-08-30 18:15:00+05:30,86765,86800,86673,86733,2200,86870.97,86897.66,86904.52,86933.37,20.56,38.27,87000,86765,86673,2024-08-30 18:15:00+05:30,SILVERMIC 50_v2_v2,83431,2024-09-04 17:40:00+05:30
130,BUY,2024-09-04 20:10:00+05:30,83958,84099,83890,84050,2428,83661.97,83480.04,83371.42,83457.26,32.74,73.29,83985,83300,84099,2024-09-04 20:10:00+05:30,SILVERMIC 50_v2_v2,84974,2024-09-06 18:35:00+05:30
131,SELL,2024-09-06 20:00:00+05:30,84224,84224,83963,84083,6271,84762.42,84974.97,85052.8,84979.68,23.55,28.85,85686,84176,83963,2024-09-06 20:00:00+05:30,SILVERMIC 50_v2_v2,83592,2024-09-09 19:55:00+05:30
132,BUY,2024-09-10 11:15:00+05:30,83679,83770,83667,83760,439,83652.3,83614.78,83546.34,83579.17,25.67,60.62,83749,83525,83770,2024-09-10 11:15:00+05:30,SILVERMIC 50_v2_v2,83780,2024-09-10 19:20:00+05:30
133,BUY,2024-09-11 10:45:00+05:30,84176,84245,84176,84234,553,84099.9,83973.65,83904.95,83843.24,38.03,70.58,84220,84041,84245,2024-09-11 10:45:00+05:30,SILVERMIC 50_v2_v2,84254,2024-09-11 18:10:00+05:30
134,BUY,2024-09-12 09:10:00+05:30,84644,84790,84642,84789,1051,84541.4,84436.44,84424.82,84358.87,21.23,67.63,84722,84376,84790,2024-09-12 09:10:00+05:30,SILVERMIC 50_v2_v2,89099,2024-09-16 20:00:00+05:30
135,BUY,2024-09-17 11:50:00+05:30,89558,89601,89551,89595,677,89393.78,89378.83,89429.49,89340.0,21.56,73.74,89584,89200,89601,2024-09-17 11:50:00+05:30,SILVERMIC 50_v2_v2,89349,2024-09-17 13:25:00+05:30
136,SELL,2024-09-17 15:00:00+05:30,89190,89190,89101,89122,886,89271.57,89341.84,89391.89,89350.53,26.08,33.65,89515,89140,89101,2024-09-17 15:00:00+05:30,SILVERMIC 50_v2_v2,89330,2024-09-17 17:10:00+05:30
137,SELL,2024-09-17 18:05:00+05:30,89184,89221,88959,88985,1861,89192.26,89206.29,89266.88,89287.07,22.24,35.88,89400,89038,88959,2024-09-17 18:05:00+05:30,SILVERMIC 50_v2_v2,89305,2024-09-17 18:15:00+05:30
138,SELL,2024-09-18 09:00:00+05:30,89555,89555,88601,88734,2384,89032.83,89129.56,89201.99,89248.85,33.78,35.41,89184,88780,88601,2024-09-18 09:00:00+05:30,SILVERMIC 50_v2_v2,88966,2024-09-18 16:00:00+05:30
139,SELL,2024-09-18 23:20:00+05:30,88309,88309,88065,88159,3378,88382.44,88485.47,88602.87,88751.4,26.76,27.92,88575,88299,88065,2024-09-18 23:20:00+05:30,SILVERMIC 50_v2_v2,88790,2024-09-19 10:40:00+05:30
140,BUY,2024-09-19 12:30:00+05:30,89720,89947,89610,89914,2940,89448.07,89034.14,88841.39,88818.26,61.97,77.2,89854,88712,89947,2024-09-19 12:30:00+05:30,SILVERMIC 50_v2_v2,89182,2024-09-19 19:10:00+05:30
141,BUY,2024-09-19 21:15:00+05:30,89685,89861,89660,89830,2060,89479.62,89565.11,89589.96,89438.41,20.4,65.62,89717,88819,89861,2024-09-19 21:15:00+05:30,SILVERMIC 50_v2_v2,89876,2024-09-20 18:55:00+05:30
142,SELL,2024-09-23 12:10:00+05:30,89634,89639,89525,89600,1347,89819.7,89918.3,89969.34,89946.27,29.78,33.84,90123,89603,89525,2024-09-23 12:10:00+05:30,SILVERMIC 50_v2_v2,89491,2024-09-23 18:30:00+05:30
143,SELL,2024-09-23 20:30:00+05:30,89340,89352,89078,89150,1929,89427.39,89331.76,89305.61,89427.38,24.74,38.94,89725,89210,89078,2024-09-23 20:30:00+05:30,SILVERMIC 50_v2_v2,89419,2024-09-23 20:55:00+05:30
